comment,label
3:17:38 injective : - one -oneand surjective : - onto,D
excellent teacher,F
thanks maam,F
mam apne to mcq me hi pura chapter kra diya,F
you are life saver,F
inverse function is not in syllabus,F
"ques 17 ke answer b kyun nhi h ,, please koi btao mujhe .......!",D
thank you so much mammmm,F
mam ab ye dekhne aur khud solve krke lg rha hue ki ha paper acha jayega...,F
yes it is equivalence relation,D
mam question 4 ans is none of theseplease dont teach wrong,F
"first mcq option d according to me. (a,b) exists, (b,a) exists and (a,a) exists",D
mam thank you word is very very short for you. your video came to me like an angel,F
"no need to watch any one shot videos from different channels. just watch this one and relation and function will be 100% clear.me a person who watches one shot video just a day before exam, well definitely if you watch them seriously you will get 80% score but not more than that. in most of one shot videos they just tell basic/simple definition and question which you can solve on logical thinking on your own. so just go for this video. it's long but highly recommended!",F
outstanding ques and mam,F
thanku so much mam for help clear all concept and complete chapter,F
thank you,F
she is the best i am in love with ur teaching .its fab..........,F
mam concept video link,F
superb video for faster revision,F
magnet brain all mam have long and beautiful hair,I
mam u are amazing teacher. thanks u ma'am,F
thank you so much mam,F
mam how can i get the pdf of these questions?,F
thank you so much mam,F
thank you so much ma'am,F
1st homework equivalence hoga,D
nice presentation... everyone watching this video can understand well !!!,F
suejective,D
....'.,I
love you mam,F
thank you soo much mam for your hard work it helps alott,F
man in onto function why we had taken r=2 in question no 13,D
all question are tricky which is most expected to come in term 1thankz mam for this lectureit is really helpful for me ..,F
mam q27 answer is wrong it will be none of these please check it once,F
it was a great video mam thx,F
nice lecture all concepts are clear in mcq session,F
maam you are amazing!! thank you thank thank you so much,F
thanks mam for this video,F
maam truly sahi me bahot maza aaya . incredible session. . thank you ma'am for this,F
ek baar check karke dekhna,I
mam aapne 32 ka solution galt bataya hai,F
ma'am class notes kaha milegi,F
mam can you provide pdf of this question.... we need to practice...nd again we can't see 3 hour video again plzz...,F
1 ka ans 4 hona chahiye,F
no,I
thankqqqqq mam for this video,F
15:10 ji mam it will be a equivalence relation.,D
mam inverse function delete ho gaya hai syllabus se,F
very good morning,I
memada,I
m3mada,I
your teaching is superb i appreciate you proud to have teachers like you,F
"for l parallel to m ,given relation is equivalence ,,",D
i have a doubt in question 4 as i could not understand why to tick on transitive instead of none of these,D
question 13 ka solution glat hai mam please reply,F
does magnet brains also provide pdf of these mcq question,F
"mam heading case study dalke ye aap mcq kra rhe ho,?? pls mam can yu start chaperwise case study question, 20 question per chapter, it will very helpful, pls mam",F
thanks mam,F
thanks mamthis is very helpful for us,F
mame jac ka model set krwaye. n,F
mam bahut lamba kar diya video ko as compare to no of questionsbut aapne puri relation function padha di,F
ma'am mujhe q22 thik se samj nhi aaya.. humne kaise x ko y se replace kr diya???,D
f inverse x wale to syllabus me hai hi nh mam,F
"a= set of all lines (l).r= {(l,m): l || m }set a is:reflexivesymmetrictransitivehence.set a is a equivalance relation",D
thanks for the this video this video are very helpful all students'and me thanks lot,F
mam please take more questions....,F
i don't understand question no. 4 why it is transitive,D
mam please teach according to reduced syllabus,F
mind-blowing explanation,F
hw que ans yes mam its equivalence relation,D
nice mam,F
mam question bhot badhiya h but apko har questions ke alternative ek homework pdf m bana ke daal dene chahiye isse hume bhot help hoga,F
equivalence relation ha,D
mam eshka pdf mil gaega,F
mam plz check 22 que,D
mam isnt there any way to get a pdf of this,F
yes mam the relation is equilvalence only when the l and m are parallel,D
ur videos r good but we didn't get reply for our doubts,F
mam q.23 and 24 are of composite function which is deleted from syllabus of cbse then it will come or not...????plzz tell i m getting confusedbtw amazing video and concepts are getting clear,D
fog and gof are deleted then why you are solving those questions,F
mam in que 9 we get negavtive if we substitute x=-1 then domain doesnot exist there,D
the question u asked in que 2 's ans equivalent function,D
q.2 it is equivalence relation... if r=[ (l || m)],D
thank you maam for clearing our topics with such a easy and simplicity,F
legend,F
"ma'am, you are amazing, this was really helpful, i usually don't comment but this was really worth it, finally having hope for scoring good in term 1.",F
explained very well mam and quality of question was always good thnku mam,F
reallyy a good class,F
thank you mamfor this very important class,F
mam gof n fog are not in syllabus??,F
yes first homework is equivalence,D
thank,F
yes mam l parallel to m is equivalence,D
mam hindi medium ke liye koi video nhi h kya,F
pdf plz,F
mam kya ya mcq question jo reduce syllabus ka according hai,D
for god's sakereduce the number of ads,F
explain us mast,F
90 min ka paper tensions,I
now my chapter is clear thanks mam,F
amazing explanation your all videos just knowledgeable thank you mam...,F
mam mai bht tention lerha tha,F
q 1 extra is equivalence,D
injective- one onesurjective- ontobijective-one one onto,D
thank you so much ma'am! amazing questions with great explanation,F
38:31,I
mam aod mcq ??,F
upload political science mcqs plzzz class 12,F
great mam,F
tq mam,F
mam composite function nhi aa rahe hai woh mat karao,F
your videos are very helpful mam .keep uploading ..,F
(composition of functions ) to delete h na..... ?,F
gr8,F
thank you so much for this,F
notes k paise lg rhe hain,F
completed,F
thankyuuuuuuuuuuuuuu mene chp nahi pada tha mgr ab sab question kar le raha,F
mam aap super teacher hooo also ur teaching methods is amazing,F
onto - subjective,D
please help 1 chapter se please please,F
maths,I
please,I
mam ji 10 class ka punjab board ke jjo abi multiple ques ani ha samja do please,F
mam composite functions and invertible functions to delete ho gya hai syllabus se,F
really loved ituntil it be learned to me at exams,F
wonderful lecture,F
15:07 no its not equivalance because 'no line can be parallel to itself ',D
7:08 savage,I
"but composition and inverse functions are deleted, right?",F
thank you so much mam,F
that's why magnet brains is the best of the restthanks for the amazing lecturecovered all types of mcq skindly do mcq series on linear programming chapter alsothank you- a regular student of magnet brains youtube channel,F
ma'am your teaching style is very good but video is very long,F
thankyou so much mam for this session. loved your teaching style and now i am confident that i can do any ques of relation and functions,F
maaam can u please make a vidio on test,F
mam u r best teacher on utube,F
mam i think the concept of invertible functions is deleted from our course,F
"thanks, with the help of this video i refresh my all concept..",F
mja aa gaya mam,F
your teaching way is very good thanku ma'am,F
ma'am inverse of a function or binary operation to term 1 me nahi hai,F
mam you teaches so good but you should work on your hair looks,F
mam please application of derivativeor kahi nahi mil rahe plzzzzzzz,F
madam : bohot pyara question hai me :,F
mam saare chapters ke mcq pr video bna do,F
mam 8 ques. doubt hai ki -1to kisi value pe nhi aayega,D
ma'am aap unique teacher hoo.,F
mam please provide pdf of this video,F
really really thank u mam,F
thank you ma'am for this awesome revision,F
1:39:12 jonny bhaiya be like apun to sab kuch kuch ban sakta haichahe vo doctor jo ya engineer,I
good,F
tq,F
"ma'am your teaching style is too much awesome but the vedio timing is tooo much long and i think the quantity is 50 which is not more than enough......so, please make more vedios on chapter 1 mcqs...",F
yes equilvalnce relation,D
thankyou mamyour way of teaching is appreciable,F
yes ma'am it's equivalent relations,D
thanks maam,F
we really need it,F
and aod,F
yesssss continuity and differentiability plzzzzzzzzzzzzz,F
she's an excellent teacher,F
thnq so much ma'am it is helping me a lot....,F
thnx u so much mam,F
mam continuity and differentiability plzzzzz,F
"but why 23rd, in exam only 1st and 2nd ex are coming",D
"15:12 --> yes, that's an equivalence relation.1:54:14 --> surjective (another name for onto function)",D
thnx magnet brains for providing us such a helpful content,F
2x me dekho.......mam just like .....,F
thank you so much mam for your efforts and all questions were,F
mam apki vedio na kafi help kii .,F
"yes mam ,this is equivalent relation.",D
when will the videos for other chapters uploaded,F
application of differentiation ki vudeo kab aigi,F
"mam ur explanation is outstanding ,amazing.thanku so much",F
yes set of parallel lines are equivalence.,D
good guide by you mam,F
thnkweee soo mucchh ma'am...can we get pdfs notes of this..??,F
very goodyour teaching style is totaly different and crysatal clear than others,F
mam thnx u so much,F
could you please make videos in english only?,F
yee board me maths ki spelling diffrent nhi h...... kuch bhi mtlb sala confused kr dala ki real spelling kya h,I
yes it is a equivalence relation,D
q4 explaination not understand,D
"ma'am ,the way u've explained each & every single question is too gud.......ur question content tooo gudthanx allot ma'am",F
q4 shamj me nhi aya kio explain kr do.. please,D
mam in questions k pdf kider s milegy...,F
yes it is equivalence,D
"maam plz make for ch 2,5,6 also",F
miss . videos na episode 1.2 kar dale .... because i face many problems to find correct videos.........so please,F
ma'am is me deleted syllabus bhi add hua he kya????????,D
amazing concept in question 1thank you maam,F
mam inverse topic kat ni gya??,F
mam please term 1 ka savi chapter maths ka mcq videos upload kijiye ....,F
mam please provide pdf also please,F
aod,F
mam.. plz take question according to the reduced syllabus...,F
is it for cbse board or iit jee,D
mam pls white screen pr mt pdaya kijie . change the colour of the screen so that our eyes feel less strain.. pls this my humble request to the whole magnet brain team.,F
best study chanel for boards,F
questions 4 changed my thinking ...thnk uu mam,F
i see all teachers video but amazing that your concept better,F
equivalence relation,D
hats off she stood there for 4 hours,F
mam thanku,F
thank you so much mam,F
mam continuity nd differentiability..plzzzz,F
itna easy paper nhi ane wla,I
mam term 1 ka liya hh na ya for 2022 ka liya,D
thanku somuch mam your explanation helps me very much,F
mam superb,F
superb mam,F
can we get pdf of these questions,F
hw question 15:11 is a equivalence relation,D
next chapter ...plz,F
wait is over,F
tqu mam,F
mam please make a video on integers,F
nice ma'am,F
thanks,F
hello,I
army,I
armmy,I
ooo mast video,F
waiting mam,F
mam app ke pass kon si book ha,F
"aapne open interval ka istemal kiya tha sinx, cosx ,tanx graph ke liye",D
"thanks you so much maam, you are making math easy for me.",F
thanks a lot,F
hello friends,I
i am from maharashtra.,I
think you mem,F
are you really megnet our brain. your teaching method very unique,F
hlo mam,I
thanks mam,F
amazing,F
thanks mam nice lecture,F
i am from mp board can i watch these lectures?anyone here like mee,I
great,F
how codomain and range are equal in sinx even we dont know its codomain ?,D
koe ye bta skta hai ki ess chapter to krne ke liye 11th li trigonometry aana chahiye,D
thank you mam,F
thank mam such a detailed lecture,F
thanks ma'am so much,F
you are great mom,F
maja aya mam,F
thnku so much,F
no doubt,F
mam kya padhti hi aap fully clear,F
thank you so much ma'am for your amazing lectures and guidance,F
mam aap apna watch de digiy,F
14:14 remember 'after school to colledge ',F
ma'am i'm from up board english medium student can i join your classes,F
plz ignore deleted topics,F
mam modulous function ko aap explain kijiyeor mam aap range or domain nikalna sikha dijiye,F
what a video,F
new learnwell max class 8 book solution,F
principal value branch of sec inverse x is between 0<y<pi where y not epual to pi/2,D
"what if cot negative mein hai?? tb to ye wali property use ho skti hai na cot(-) = - cot , lekin usmain bhi - ka sign hatane ke liye ham pie mein se subtract krte hai, kyu?????????????",D
thankyou mam,F
mene que 9 k liye very good dia apni notebook pe mam ki trf se,F
ma'am where is 2.2 exercise,D
thank you mam i understand very easily,F
,I
thank you to magnet brains,F
thanks,F
thank you mam,F
thanks mam,F
amazing sessionshivani ma'am's explanation is so much better than other institutions.her style or method of teaching is mind blowingbest faculty of mathematics.i appreciate ma'am,F
,I
mam video bhot achi ha or helpful be ha but apna question no. 1 ka 5 par ma jo cos inverse x ka formula bola ha vo galat ha cos(_x) =cosx,F
mam don't be demotivated by live chats i had read but ur really good teacher actually i'm jee aspirant but boards ke liye me apke vedioes hi dekhti hu keep it up mam,F
thankyou very much ma'am,F
thanka ma'am best teacher for class 12 maths,F
thank you so much ma'am for your amazing lectures and guidance,F
mam maja aa gya,F
mam plzz ignore deleted topic,F
12 ka alag se playlist banaye plz,F
hi mam,I
itne formulas.....,F
fabulous explanationmam,F
very useful videos with clear explanationthanks a lot,F
55:34 cos 2 theta ka 4 formula bta digiye mam,F
ma'am 2theta prove karna most important h,F
mam your explanation is beautiful.,F
ma'am you are awesome,F
thank you,F
maaam you are the best online math teacher,F
generous daughter,I
"uncomparable teacher ,best teacher of math in all over india",F
thanks a lot ma'am,F
thank u mam for making inverse trigo that much easy,F
matha kharab ho gaya,I
mam property 6 me agar xy = 0 hoga to konsa formula lgega.,D
thank you,F
nice content mam..,F
thanks mamaaj mai apki vajah se math samajh pa rahi hubalki mujhe to ab math banane me interest aane laga h,F
mam thank you for your efforts for your time. you teach us like a friend .thank you so much keep going,F
comment mai kabhi hii ya complain ledeke bhak waas,I
thank you so much mam.,F
mam ye exercise to delete hai 2023 board me,F
"mam,please make the video on regular basis",F
"mam,please make the video on regular basis",F
hi,I
"question 8 galat hai, apki question hi galat hai,( x belong....)",F
,I
mam aap accha padhati ho par mere se itna formula na ho payega,F
mam dimag kharab itna formula bacche ki jaan loge kiya,F
thanku mam,F
thankyou so much mam,F
very nice and easy explanation..,F
th,I
in question no 7.maam 1- cosx/1+cosx ko aapne 2sinx/2 and cosx/2 kyu likha.koi to batao,D
thanks mam,F
"hy...ma,am..",I
mam in question no. 5 sin theta ko 2sin theta by 2 cos theta by 2 kaise likh.,D
thank you so much mam,F
,I
ma'am thank you so much your vedio helped me . i saw another channel's vedio and the teacher said cut sin inverse with sin in ques 1,F
"mam in question no. 7, x limit is (0,) so than how we will solve this question",D
thank you mam,F
mam aap rs agrwal se bhi padathe hai,F
supper mam,F
ma'am... maine tumhare liye wallet rakhe h.... kyunki bahut hi achcha padhaati ho... ma'am main aapko kaise dekh sakta hun...,I
mamm in ques 4 can we expand 2 tan inverse 1 by 2 as tan inverse 1/2 plus tan inverse 1 /2 and directly use addition property,D
thnku mam,F
thank you mam,F
super,F
,I
,I
x belongs to real numbers,D
mam ek dum concept clear hai mtlb maza aya pdh kar mujhe trigonometry hard lagta tha per ab easy hai thankyou so much mam,F
mam cot invers (-thitha) belongs real number per hota hai,D
thanks mam,F
thanku mam your teaching is very well...,F
very helpfull,F
xr,I
mam agar apse koi puchna ho kya karege,F
maam validity likhna h iss type ke question me,D
thanks a lot ma'am,F
har ek concept bahut acche se samjh me aata htq so muchi'm your big fan,F
mam ap bahut acche se samjhate ho,F
cot^-1(-theta) =- cot^-1 theta when x belongs to r,D
last ans. is xr,I
thank you ma'am,F
thank you,F
amazing lecture,F
condition is xbelongs to real no,D
ma'am pls complete the lectures of class 12 ncert maths fastly,F
the conditions is x e r,D
mam rs aggarwal start kije na,F
magnet brains is a best channel in youtube thank you so much mam itne difficult chapter ko easy banane ke liye,F
thanks,F
bio ki notes de do koi,I
inverse trigo is not easy chapter but you made it easythank you ma'am,F
good explain,F
mam inverse trigonometry is very easy chapter,F
thank you mam,F
super easy chapter just because of you,F
mam hum isme tan ( a+ b) ka formula laga kar answer nikal liye q no 7 ka,D
thanku ma'amvery simple and easy explanation,F
yes mam inverse trignometric function is very easy chapter,F
mam very good explanation,F
nice mam,F
maam plz explain in english,F
yes mam inverse trigonometric function is easy chapter,F
thank you ma'am,F
15:03,I
thanks mam,F
,I
45:52 ma'am if u can directly take 2sin x common from both side and then make sin by cos =tan x also their tan x =1 so our ans. can also be pi by 4 so... why are u equate them with 0!!?,D
best tereacher,F
"32:58 -cos^-x=cos(-x) when x belongs to [0,]",D
thank you so much for teaching,F
thank you mam ji.,F
mha great mamm,F
,I
"excellent mam, such a brilliant teaching",F
92.68 percent have come in 10th class,I
mam main magnet brain se 10th class se padh raha hu,I
thanks mam you are a great women,F
thanks mam,F
thank you mam,F
aap har step ko show kare mitakar osima nahi kare,F
nice explanation,F
"x belongs to close internal-1,1",D
mam please start continuity and diffrentiability as exams are near .request from kashmir,F
mam please start continuity and diffrentiability,F
hii i am back,I
please maam math ki do class kijiye warna hum mb k students peeche reh jayenge so i request you please maam,F
mam thank you,F
thank you. now i understood.,F
best content ever thanks a million,F
1:22:43,I
ap bahut achha padhati hai,F
such an amazing teacher... follow her blindly guys...i have studied my whole maths syllabus through her videos...and she is the best maths teacher,F
thanku mam,F
ma'am your teaching method....really great,F
,I
mam is this cover up board 12th syllabus is this helpful in up board 12th.,F
hello,I
,I
bestest teacher i have ever seen in my life,F
exillent ma'am,F
magnet brains is the best platform to study online,F
thank you soo much for providing such a quality content,F
mam aap gajab hain . i bow to thanks you.,F
thank you mam aap sa padh kar bahut achcha laga,F
so nice explaining mam,F
thank you ma'am is a great,F
mam mai bihar board se hu,I
thank you magnet brain to providing best quality content,F
your teaching is very nice mam,F
thanks a lot ma'am,F
ma'am really your content is best from all other channels.,F
,I
tk yo so y ot e e eete to i tis te,I
thank you mam,F
good explanation,F
superb,F
pure,I
continue this series please,F
,I
mam plz tell me test series kb se start hogi,F
"thanks mam,,,,mera kl test hai,,,,,aaj aapka video aa gyaaa",F
excellent teaching maam,F
,I
ma'am 11 ka next video kab upload hoga,F
mam 11th ke lectures kab upload karogi?,F
q 3 me. 3 bhi to tha,D
10:09,I
great plz start 11 and 12 maths mcq series.plz,F
thank you mam,F
"domain of tan-1= rsec-1= r -(-1,1)....",D
it's really helpful vedio,F
,I
thnx mam,F
mam correct answer of question sin inverse root x-1 is close interval -1 to 3,F
thank you ma'am for this wonderful explanation,F
hw answer domain of sin- root x-1 = {2},D
"domain of sin inverse root x minus 1 is equal to close interval 1, 2 and thank you so much i am grateful for all lectures thank you so much",F
"domain of sin inverse x-1= [2,2]",F
thank you ma'am,F
"[2,2]",F
"domain of sin-1x-1=[1,2] ....",F
36:14 me apne question no.8 me kiu nahi lia???please reply,D
"close interval 2,2",F
"closeblackt 1,2",F
"domain of last question is [1,2]",F
mam kyaye bihar board wale bachcho ke liye bhi hai,F
mam plz abhishek sir se kahyieee ko chemistry ke remaining chapters kra de.. plz,F
"correct ans [1,2]",F
,I
"domain of sin-1x-1 = [2,2]",F
"[2,2] is the answer of homework question.",F
thank you maam for this amazing video..from our syllabus,F
"mam hw answer is [1,2]",F
"[2,2] is the domain of sinunderroot x-1",F
"homework answerdomain of cos inverse (2x-1) is [0,1]thank you ma'am for putting this much of efforts for us",F
"maam hw question ans is [0,4]",F
"respected madam,jee advance tutorial banavo.",F
ma'am ap bahut achha padhati ho,F
nice teaching method mam,F
fantastic,F
2:53:43,I
thank you mam for this amazing lecture,F
excellent,F
mam in q 31 we can also let cos^-1 as theta and then write it as sin[cot^-1(cot /2- theta)] then we will get cos theta and putting the value of theta we get answer as x,D
q.45 ans option d,F
i'm preparing cuet from your vedios and i'm sure mera paper acha hoga just because of youu,F
"cos inverse cosx gets cancelled out at [0,pie] ie. range",D
is 3 ghante ke video me 50 ads thi,I
u r great,F
any topic are you solve is very briefly and deeplyso very thank full mam,F
are you real hero mam,I
mam u r awsum......please share the pdf of these mcqs....,F
5:32,I
ma'am aap kitni osm hai,F
mam yeh vdo chse paper ke liye bhi he kya,F
a,I
2:52:00 here i stuck by listening d,I
vector ka mcq lecture kab aayegi,F
tikh hai,I
tq ma'am,F
thank you so much,F
those who watching before few hour of term 1 examination are real legend,I
hi,I
mam really you are very diligent and hard working,F
jis kisi bhi students ne is exercise ke all formula read kar liye toh ye exercise chutkiyo me solve kar loge.,I
respect for ur hardwork mam,F
,I
thanks a lot ma'am,F
i have nooo words,F
45 ka answer d hota,F
can anybody get me the pdf plsee .,F
in question no.8 i think option can also be correct.....,D
yaar mam to rokti he nahi hai jaise he questions khatam hota hai vaise he dusra questions start kar dete hai,I
q31 is a 1 mark question.,D
mam pr properties of trigonometry to aa hi nhi rha paper me,F
thanks for giving me this wonderful platform mam,F
op in the chat box,I
unbelievable techniques,F
at 1:59:12 (-pi/2)<=(theta)<=(pi/2),F
bhaiyo ye mam out of syllabus ke questions ke questions kara rahi hai,F
at 1:42:16 for 0<=(theta)<=pi,D
easiest trick to learn52:46 astclearn it like thisafter school to college(a for all positives for sin and cosec positivet for tan and cot positivec for cos and sec postive ),D
video watch in 1.75x,F
nice explained,F
thanks u so much mam,F
mam ex. 2.2 types sum are out of course ...??,F
thanks a lot maan,F
thank u so much mam,F
"question no 10 me + /3 kiyu kiya,why not /3 +(-/3)?",D
you are great mam,F
thank you so much,F
"q16, when i solve these kind of questions in mind i feel like i'm a mathematician but the reality hits hard when in the exam hall i can't even solve a simple sum like 20+33 and i will write 63 pr something like that magic!!",I
*kuch h **_yaise_** jo lete h **_paise_** fir bhi nhii batate concept aapke **_jaise_**thank you a lot**_a lots of loves for you_*,F
really good,F
thank you so much mam from the bottom of my heart helped me a lot in these last days,F
kataiyi jahar batate hai ma'am,F
please provide notes of the video,F
41,I
14,I
abe yaar is chap ki link kaha h explanation wali,F
mam you r like an angel to students like me who haven't joined any tuition centre... thnx a lot may god give you healt wealth n prosperity,F
mam aap thora chota viedo bnaya karo,F
teachers of magnet brains explain every concept so good,F
mam plz provide pdf that after exam we practice all question plzz its a request,F
mam app acha padhate hoper app bhaut over way m bolte ho,F
thank u so much mam,F
mam esse question bhi hote hai 0.77 marks ke,D
thank u so much mam,F
mam please give your mind for math paper,F
aur sahi se samaz me nahi aata,F
ye teacher kuch zaada hi bolti hai,F
ma'am your looking ...jungla ka female money,I
thank you mam,F
ma'am can u plz share the pdf file of this class,F
in question 43 why can't it be pie+pie/2,D
thank you mam,F
"26:09 when x belongs to [0, ]",D
tq so much ma'am for clearing all the concepts so easily. thanks a lot ma'am,F
thanks mam,F
thank you,F
mam iski pdf nhi hai kya pdf hoti to jada acha hota,F
no words for uh mammm...,F
thanks a lot ma'am for give me interesting thinking about questions and v.v.i mcq is very easy,F
3:21:44 please video ko pause karo,I
,I
bhai y deleted syllabus ka kyu bta rhi h??,F
mam ur... teaching skills are so really vry gud..,F
super finishing,F
complete chapter,F
magnet brains is the only platform where all the teachers are great,F
love you magnet brains,F
keep it up,F
thanks so much mam,F
"the way u explained is tooooo understable for us .....so, thanks ma'am",F
"mam, you are the best example of beauty with brain",F
upload class 12 history 100 mcqs,F
was i the only one who got x^-1 as the answer for no.31,D
mam ye sab aayenge kya,F
it was just amazing... all my concepts are clear. all the questions are done with ease just because of you. thank you ma'am.1 request... plz upload questions for chapter 6. urgently needed,F
best video thankuuuu mam,F
hello studentsgraphs of inverse trigonometric functions and elementary properties of inverse trigonometric functions are deleted from your syllabus .direct questions may not come from that part but to keep you all on the safer side i have covered those also .if you want you may skip those questions .all the best students.,F
38th question is from deleted portion right ? please clear my doubt,F
sare objective question ka pdf bana dijiye na,F
mam properties to delete ho gye h na term 1 me... to fir ye question kyu.. please mam reply i am really confused,F
mam properties deleted hai,F
ha hamne yaad kr liya table,F
mam please provide pdf of this video,F
,I
properties are not in the syllabus,F
best class.......thanku maam,F
maam thnks a lot....but mam properties toh del. h syallbus se...,F
nice video,F
mam can we get pdf of all questions discussed in this video?,F
but this is reduced from exam na....????so why mam giving question from reduce sllaybus help me tell me,F
ma'am 1st term mai toh sirf principal value branch hi araha h na then trignometric properties kyu???,D
plz make this type of vedio for all chapter of maths like continuity diffrentiability derivative aod maxima and minimathis is the best way of revision,F
mam you are one of the best teachersthanks a lot,F
1:58:15 just a timestamp,I
58:03.,I
iske shakal sahi karao pahle,F
mam please made for increasing and decreasing maximum mina pleasee,F
mam jiiii...maja agyaaa schh me...,F
thnkwe once again ma'am....u r great,F
wonderful explanation mam ...,F
mam mujhe aur chapters ke mcq chahie kaise dundhu,F
"i actually have a doubt, properties of inverse trigonometric function were deleted. so... will question directly related to it come? i know it is needed for other chapters, but i am asking if questions exclusively on properties come?",D
msm please continue this series with all chs...this helps alot,F
1:05:22,I
ma'am isme deleted syllabus included he kya,D
excellent teacher in youtube,F
thank you mam,F
mam you are the best,F
thanks mam,F
,I
,I
,I
by magnet brain teachers poor student also take study and knowledge during this pandemic covid thanks magnet brain for this you are great teacher,F
thank you soooooooooooooooooooooooooo much mam,F
mam mujhe sab kuch samjh mai aagaya,F
mam btao to shi,F
mam konsi kitab se pda rhe ho,F
mam kuch bhi smj me nhi aa rha he to thoda to aa he se smjao,F
mam kys kr rhe ho,F
kuch to btao,F
mam aap kya pda rhe ho,F
mam kuch to bolo,F
aache se,F
mam aap aache se smjao,F
hy mam muje kuch bhi smj me nhi aaya,F
hy mam,I
hy mam,I
nooob,I
gaining more knowledge here than in online classes thanks a lot mam,F
eagerly waiting ma'am,F
hlo,I
mam agar app kal ishe kra digiye ga ta.......22ko exam hai to is chapter me 100%laugaplzz kal kra digiye,F
mam aapki class 12 math ki playlist nahi dikh rahi,F
good evening mam,I
a23 is 9,D
a31 is e,D
notes,F
a31=e and a23=9,D
a31= e a23= 9,D
thank you mam for this amazing lecture,F
18:53 (1) e (2) 9,D
a31=ea23=9,D
"respected madam,12th science math cbse pyq.",F
1-e2-9,D
thanku mam,F
thank you ma'am,F
1. e2.9,D
a23= 9,D
a31=e,D
a31 = ea13 = 9,D
1. a31 = e2. a23 = 9,D
a.e. b.9,D
thank you so much maim,F
e 9,D
"a31=e ,a23=6",D
e9,D
"a31=e and a32=9 ,",D
thank youactually loose focus sometime because of beauty,F
"a=e, b=9",D
thanks mam for this amazing and lovelly sessionnice explanation mam,F
thanks mam,F
e,D
18:54=e and 9 respectively,D
"a metrix 31=e, and sorry for my question typing",D
"c =3,b=6,a=e",D
e and 9,D
mam website per hbse(haryana board) nhe h,F
e and 9,D
18:531) e2) 9,D
ma'am agar diagonal matix main all diagonal elements constant ke jagah koi function ho to wo scalar matrix hoga ?!,D
thanku mem,F
a23=9,D
a31=e,D
"e,6",D
,I
,I
,I
a31=ea23=9,D
thanks,F
when i will get my results,F
i am going to start my syllabus from today and will msg here again when i will complete my syllabus and,I
a31 3 a23 9,D
tq so much,F
as in case of sets do elements of matrices also separated by commas?,D
thanks mam.. u are best,F
a31=e,D
18:38 a31 of matrix a is e and a23 of matrix b is 9,D
e and f i'd address of a31 and a32,D
1) e and 2) 9 answers . 18:56,D
tq so much ma'am....,F
a23- 9,D
a31=e,D
in a matrixa is ein b matrixa is 9mam i have a doubtthatin diagonal matrix if non - diagonal elements are zerobut alsoany or all the diagonal elements are zerothen can we also say that as diagonal matrix ??,D
a31 = e and a23 = 9,D
mam jee mains and advanced ke liye video banaiye math ka,F
"i have a doubt that is , what if a13 a22 a31 are equal then can we call them scalar matrix",D
a31=e and a23=9,D
e and 9,D
18:46answer isa=ea= 9,D
a31=e and a23=9,D
a31 = e a23 = 9,D
e ; 9,D
18:46 e and 9,D
a31=ea23=9,D
e and 9,D
very nice teaching technique thankuyuuu,F
thankuu so much mam,F
hello mam,I
a31=ea23=9,D
best lecture,F
mam app bhot assa porateho,F
.......................................class 11 student ....q) a 2*3 = 9 .............. .2q) a3*1= e................ ......................................,D
1.a31=e....and.... 2.a23=9,D
e our 9,D
humne aaj se padai start ki hai boards ke liye,I
,I
a31=f a23=9,D
"a31=e,a33=6",D
a=a31=e and b=a33=6,D
hw a31=ea23=9,D
lagta hai ke math's difficult hai he nahi,F
thank you so much ma'am for your amazing lectures,F
a31=ea23=9 (homework answer),D
thank you ma'am,F
mam exercise video kab ayega,F
love you mam,F
mam vector chapter par video laiye.. please,F
a31=ea23=9,D
question:1 ans. a31=equestion:2 ans. a23=9,D
a23=9,D
a31=e,D
aaaaaaaa,I
ok,I
a31=e and a23=9,D
pls,I
hlo,I
,I
pgl,I
,I
gm,I
thank you so much mam,F
thank you mam,F
gm,I
thanks mam,F
thanku mam,F
thank you so much mam,F
thanku mem,F
,I
thanks for solving my video quality problem,F
,I
complete exercise 3.1,F
thank you so much mam,F
think you mam,F
40:50 mam q5 part 2 mai1st value mai -2 qnd -4 hai toh woh wrong ho jyga and then value 2x= 2 y =4 sahi hai value 2nd correct 1st wrong,D
thank you so much mam,F
thank you mam,F
,I
"a=[9/2, 25/28,18]",D
enterise toh mam kuch bhi ho sakta hai but app kuy 0 or 1,D
thank you so much ma'am for your amazing lectures and guidance,F
"mam,your lectures are gratifying",F
mam screen chhota ho gaya side pe likh rahe hai toh nahi dikhrahi hai,F
mam khush ho gae,F
shivani this is video is very amazing and your teaching style is very amazing and looking so very,F
"mam,super easy",F
i am very lasy in math,F
didi i am very lasy,F
nice,F
boat - best of all times our dearest magnet brains,F
thank you ma'am,F
thanks mam,F
thanks mam,F
thankyou so much mam ..it is very much useful ..,F
thank you so much mam,F
3.3kaha hai,F
400th like by mee,I
tnx again,F
really ma'am it is very helpful,F
mam thanks to you for giving us such complicative lectures in such a beautiful way . i feel so easy after watching this .,F
done,F
thank you so much ma'am meko ofline class me koi problem hota hai to mai yeha aa jati hu,F
haii,I
thanks,F
thank you so much ma'am for your amazing lectures and guidance,F
