comment,label
you are my best biology teacher,F
thanks both mam nd magnet brains who give us help full nd knowledgeble video .,F
love you so much ma'am you a great human,I
ma'am can you speak more in english,D
what is your name,I
15:43..i laughed a lot,I
try in 0.25x speed,F
i can study this chap for class 11 is this ok or this was for neet ??please reply,D
mam thoda badhiya se explain kijiye,D
thankyou mam very good teaching biology,F
mam app bhtt acha padati ho thanku mam,F
2x me padhai krne me majja aa gya,I
soo amazing maam,F
muddy water,I
thank you so much magnetic brain for clearing my all concepts properly,F
mam thodi chhoti video banaya kro,D
yours lectures was very fabulous and intresting ... thankyou so much ma'am,F
god bless uhh good teaching,F
mam ap bhout accha prata ho muja notes chaiya,D
legends saw 5:00 am,I
"algae to autotrophs he ,water se oxizen kislie leta he",D
amazing lecture,F
really like your lectures ma'am,F
thankyou mam very good teaching biology,F
very well explained,F
0.25x speed ma sun kar maza aaya gaya,I
salute for your hard work. lots of love and support from nepal.,F
plant life cycle kisa hota ha,D
mam aap bohat accha padhati hai lekin plz araam se padhaiye aapki saans phuulne lagi the take care of your self,F
you teach good,F
volvox colony is called coenobium not conobium 10:55,F
nice class and uppsc medium ka liya bhi,F
mam can i watch your videos for lab assistant rajasthan is it enough mam or do ihave to study from somewhere else,D
muja megnet brain ka teachers or unka depth laval ka pedana ka tarika bot jyda acch laga love magnet brain,F
mai aap bahut accha padati hai aapka ki video dhyan se dekhta hun our mujhe poora samajh me aata hai.,F
mam your all lectures are very helpfull for me,F
"mem u are the best , hme apse pdna baht achha lgta h",F
great ma'am excellent explanation,F
mam.paani to hamare sareer me bhi to hota hai to kya algae hamare sareer me bhi hota hai,D
why they are doing photosynthesis ?,D
love you maam.how beautifully u explained....i have a dream that i will b a teacher like you .,F
love u mam very nice explanation,F
welldone i like the style of your presentation(teaching),F
mam nice explains,F
how easily she is saying our mode of reproduction is sexually,F
s,I
really mam you teaches fantastic in a proper way. thanks a lot mam,F
try this lecture on 0.25x speed it's very entertaining,F
mam your lectures are amazing,F
thank you... mam,F
not instrested,I
thankuu mam yuuu way of teaching is very great,F
thanks mam for this fabulous video you are best teacher,F
my concept is clear,F
tq......,F
thanks a lot magnet brains,F
*ma'am aap ke channel ke sbhi teachers bahut achha teach krte h aur aap bhi we all students impress with u thanks ma'am*,F
your teaching style is best thank you mam,F
nice teaching,F
supar,F
thkns you mam for free lecture,F
you are very easy explanatory teacher,F
"mam,aap bhot aascha sihate ho you're teaching is amazing",F
soir le bon salut comment vas-tu,I
nice,F
,I
you are one of the best teacher ma'am,F
kya padhati hai mamgajab ka,F
mam aapki teaching bahut achi h,F
thanks mam,F
amazing lecture,F
thanku mam,F
mam you are super in the world amazing session,F
mam you are the best,F
"mam i have a question . that how algae takes oxygen because it show photosynthesis, so they have to take co2",D
no doubt this is and all lecture is very good,F
,I
mam your lectures is very amazing and very helpful for me thank you so much mam,F
mam amazing,F
best teacher for biology,F
there is no tissue present in algae not only vascular tissue,F
mam please pleaseyou start class 12th biology,D
nyc explanation,F
so cute mam,F
nyc explanation,F
mam aap thand se kaap rhi hai,F
app log great job kara raha ha ok magnets brains app many many thanks for all,F
best explanation of this chapter thanku ma'm for this,F
thanks for your explaination ma'am,F
,I
15:48 listen,I
u can watch at 1.25x speed for faster understanding and saving time,F
u teach so well lecture is just fabulous,F
thanks mam,F
mam your teaching style is suppor ....but can you tell me that are you complete course ncrt,D
mam u are algae,I
thankyou mam,F
try this lecture in0.25x speed,F
mam phlenetic classification apne nhi bataya,D
nice explanation,F
nice,F
nice,F
thank you so much mam,F
mam is algae is not plant then why it has been recommended in plant kingdom,D
ma'am what you're teaching is it enough for our neet and board also???,D
aapko boht dua milegi,F
,I
thanks mam,F
thanks didi,F
try this lecture in 2x speed maja aajaega bhaishab ... btw crystal clear,F
may favrate mam,F
full chapter in one video please,D
wow maa'm you are love.,F
nice explanation mam thanku so much love u mam,F
thallus matlab jhola ki tarah structure. isi confusion me mai 2 mahine se tha apne ise durrr.... kar diya. thanks mam.,F
we all of us very thankfulthank you,F
,I
majaa agyea,F
my fav mam,F
bahut badhiya,F
i love yours teching style .bhut aache se saamji aata hai ek ek chez jo intini heavy lagti hai woo sab easy hojata hai thankyou so much mam,F
please mam start the revision session of class 10 in biology because exam is very close,D
one of the best teacher in world,F
mam the way you describe it's very easy to understand.....i never seen better teacher than you,F
check our channel for education from class 8 to 10. hope we will get support from you guys.,I
actual lecture starts from 5:56 hope it helps,F
is it possible to extract iodine from algae ?,D
thik hai mam ji nahi langae tension,F
maam aap bhaut aacha padha te h,F
thik,I
,I
,I
,I
thanku mam,F
mam algae ki matlab.kya.h please explain,D
thankyou mam,F
super class i don't know hindi but i understand,F
thxxx ma'am,F
hi mam how are you,I
m aa m thanku bhaut acha laga,F
thank you so much mam. such a great teacher,F
mam you teach very,F
"very nice mam ,.. you doing a great job , you are explaining things so easily that .. i am being non bio background student able to learn everything so easily.. big fan mam",F
tq mam,F
hii,I
welcome sir or mam,I
awx,I
why in between the lecture brightness is low and not see clearly,F
mam you teach awesome thanks for your explanation mam,F
in this whole lecture i never saw any add it's great,F
amazing lecture mam,F
unbelievable,F
thankyou mam very good teaching biology,F
so... chlorophyll are of five types..chlorophyll achlorophyll bchlorophyll cchlorophyll d andchlorophyll ethese all having different colour...like chlorophyll a and b provide green colourchlorophyll a and c along with other pigment fucoxanthin provide brown colour.. chlorophyll a and d along with phcoerthrin provide red colour...,D
"guys , they make awsome slides",F
thank you mam your teaching is unique,F
godlevel teacher for biology,F
you are the best teacher,F
thank you mam,F
please clear your concept of cell division.,D
itna achha kon sikhata bhai,F
very good teaching,F
tekh hai,I
"ma'am, algae mai sporophyte kaise hoga?? if it is haplontic???",D
teaching and experience excellent,F
thankyou mam best teaching biology,F
very good teaching biology thankyou mam,F
thank you maim,F
your way of teaching his very amazing and mind blowing mam,F
hiiiiiiiiii,I
ye s vcvvv,I
mam baal aise na bandha kariye achha nahi lagta aap pe pichhle wale video me achhi dikh rahi thi mam aap,I
"sargassum -chinese,japanese,korea.....",I
mam you are best teacher for neet biology,F
lots of love from kashmir,F
your teaching is best teachings for all class subjects,F
anybody from wankhede madams academy,I
thank you so much ma'am,F
love you maam..for this amazing class...,F
happy new year 2022,I
nice,I
mem live ane ka aap ka samay kya hai,D
thank you so much ma'am,F
very nice explanation ma'am amazing,F
thanku so much mam,F
ma'am thanku for all these amazing vedios these are so helpfull,F
no words to speak how u help me mam yuu are amazing,F
amazing ma'am thanks,F
i am studying in maharashtra board but i see your video because your explanation is so amazing,F
jab aap life cycle algae ka bata rahi thi to aap ne ek mistake se ye bol diya ki gametophte se sporophte meiosis bol diya hai that's your mistake,D
mam you have say something went wrong,F
,I
hello mam,I
can anyone pls tell me how to get the notes through which ma'am is explaining us !!,D
your teaching method is amazing mam,F
mind-blowing lectures mamall concept are clear in this videothanks mam for this video,F
besttttttt,F
hello mam aapka photosynthesis ka reaction wrong hai,D
thank you so much,F
happy teacher's day,F
video me bahut network issue hai....but very nice class..,F
i'm only trying wahhh,I
male gametophyte and female gametophyte are separate,D
chlorophyll ab mean ab,D
super amazing,F
maam you are brilliant...your explaining style is so good.....thanks a lot maam for making this helpfull video for us....,F
thank you mam,F
no words to speak how u help me mam thanks,F
u r so good teacher of bio .ur way of teaching is really really good i appreciate uu,F
"chlorophyll a and chlorophyll b, c, d ka kya meaning hai",D
hurray,I
"chlorophyll a,b,c,d",I
thanks mam,F
"really mam your way of teaching is amazing ..,mind-blowing..... with your help its very easy to study .....thnx a lot and plz want to say that upload the lectures of physics nd cmstry too!",F
,I
very long video,F
thank you ma'am,F
thanks didi,F
please tell,I
mam spirulina ke baare me batao,D
what was this itz nothing,I
chlamydomonas kuch clear nhi ho rha,D
figure ka part clean nhi dikh rahi hai,F
mam you are genius kya mast bio padhi h,F
thankyou so much,F
thank u mam for this vdo....it helps me a lot to understand the things...,F
mam you teach very very well. infact you are the best. i have never studied like this from any teacher. mam agar ho ske toh aap physics or chemistry me se bhi koee krvao na. thank you mam for this wonderful teaching,F
mam you are the best . you also revise the last topic and try best to make us more understand. aap se padkhar hm jroor success prapat krege . thanks for this everything mam,F
"mam, chlamydomonas body is haploid means it contains n number of chromosome then how meiosis takes place in them in asexual reproduction.",D
very nyc mam,I
thank you so much mam for giving me such wonderful information.... i am not able to understand this chapter but ur video help me a lot . so thank you mam,F
thanks didi,I
mam you best teacher of biology,I
"itna saara channel search kari, padhi bhibut your channel is best and very nicely explained",F
thanks mam your support my be i become a doctor but i become a doctor your support always,F
thanks mam,I
thank you soo much mam,I
i have a ques.earlier u said ki gametophyte se sporophyte i.e. mitosis n sporophyte se gametophyte is meiosisn now u r saying in lyf cycle of algae ki gametophyte se sporophyte is meiosis n sporophyte se gametophyte is mitosiswill u plz explain,D
thank you so much ma'am,I
madam ji jindabad....,I
very excellent explanation mam and i make my notes by your imp points,F
,I
amazing lectures mammy fvrrtt teacher,I
you are great biology teacher in whole youtube,I
maam how can i get the live classes for neet from youtube,D
thankyou mam,I
keep it mam best,I
one of the best platformi thinkgive a vast knowledge,F
this lecture is very important for me. thank you,F
thanks ma'am your teaching is excellent,F
"i learned so many things with many teachers, but after completing the chapter, i used to thought my chapter is clear with ncert or not. but now no fear of ncert mam you do all, which is neccessary for us regading ncert. i have never seen a teacher like you bcz aap har ek choti se choti topic ko basic se explain karti hai. thank you mam",F
"sorry mam but ""oo"" in oogamous means egg not female",D
congrattzzzzzzzzzzzzz for 4 miliion famillyyy!!!!,I
awesome,I
thank you for explaining,I
thanks ma'am,I
is it enough 4 neet?,D
nice ma'am,I
done,I
thank you so much,I
i can't believe that students are watching vedios but not giving likes for their efforts....,F
thankyou ma'am for explaining us and also explaining us ncert book,F
"didi it is just like previous vedio , but i completely understood your first vedio which is long , , again thanks a lot dii for this helpful vedio, and also for extra effort , and helping us in this covid time , thank you so much dii",F
thank you for the extra effort,F
"mam please make the points on slide of chlorophyceae , phaeophycae and rhodopycae... please",D
great online class of bio mam,F
thanks,I
thanks so much ma'am,I
if we talk about heterosporous than the species are different in appearance of a single species? it is correct,D
thanks very much ma'am,I
thank you so much ma'am,I
amazing lecture ... thank u ma'am .,F
thanku soo much mam such an amazing lecture,F
gappe nahi sunaya karo!!!content as per requitement of 11th class banao..,F
thank you mam,I
thankyou mam,I
thank you mam,I
very nice mam,I
baya mere lal...,I
left hand se bhi itni achi handwriting aa rahi hai,I
wasted 11th suddenly realised that i have to give neetnow studying on 2x to complete backloganyone like me ?,F
such a amazing lecture,F
outstanding lecture.,F
good explanation. thank you,F
nice explanation,F
bryophytes ka definition please,D
thankyou mam very good teaching biology,F
thank you mam,I
thank you mam.....you are best teacher in biology,F
avi avi kon bio ka study kar raha hai reply with me please me v avi padyi kar rahi hun,I
thank you so much mam,I
"thnx mam ,",I
thank u maam,I
thanku mam,I
thanks for this video mam,I
nice,I
can someone will explain that why mam said that sporophyte to gametophyte through mitosis and gametophyte to sporophyte through meiosis at _31:46 where as it's opposite,D
thankyou mam very good teaching biology,F
thanks mam...,I
"mam mujhe ""symbiotic fungal association in early land plants in bryophytes "" ka ans. ni mil rha h",D
thank you man,I
i am not understand clearly but your explanation is good,F
,I
watching your video at 2x nice explanation,F
aap bhot acha padhati hai,I
thanks mam,I
amazing lecture great mam,F
thank you mam...mam this year our content changed ..it's too vast more topic are included..please check once..i'm from nbse board ...your video is always helpful to me...god bless your profession..,F
nice lecture,F
thank you so much mam,I
sound is low..,F
who is from kashmir here????,I
so good,I
mam u are amazing,I
thnxx maam,I
mam you are amazing,I
mam aap bahut teji se bolti ho,F
ossum mam,I
16:38,I
ma'am u r great,I
thankyou mam very good teaching,F
i salute u mamamazing teaching,F
thank you...mam,I
"i just wish ki hmare collage me bhi aapke jaise teacher,s hoyou are too good mam",F
thanks mam,I
i get it,I
thanks,I
thnkuu mammmmm,I
muja ap ka na chahiya plz mama ma kashmir sa hoi,F
thanks for giving us online classes,F
excellent mam,F
thankyou mam aap na hama life cycle 3 baar bataya aur fr b aap na bola agr na samaj mai aaya to muja bolna mai 50 times bolu gi ........ thank you so much mam aap hamara liye itna karta ho magnet brians are the best channel in youtube,F
thank you mam for nice teaching,F
mam you have left many things in this lecture. it's not so effective for mbbs preparation mam.,F
you are magic man,I
your teaching,I
mam ncert main embryo k bare main kuchh likha nanhi,D
mai bhi group me join krugi mai ji muchey link send kro na,I
many of you watching this video which are studying in class 9th even it is the video of class 11th,I
thanks man superb explanation,F
anyone msc,I
pr food ke liye transportation pholem ki required hota h,D
ok,I
1 day before exam,I
mam your lectures are helpful actually i am student of a very experienced teacher but he is not like you he is without fun and simple terminologies,F
crystal clear mam i am new to ur channel but at the first sight i just love the way you explained,F
mam you are the best biology teacher. your explanation is amazing and i enjoy this video a lot. thank you so much mam,F
osm explain,F
thanku so so so much mam mereko ye topic 2 saal se samaj nhe aaya tha aapne samjhaya to ek bar me he aa gya,F
apne mai bhi toh hota hai 37:46 oooo,I
sangam,I
mam please ek one short video bhi dal diya karo,F
at 30:49 sporophyte to gametophyte : by meosisandat 31:40 sporophyte to gametophyte : by mitosis..i couldn't get tht... ??,D
very helpful thanks,F
*itne achhe video ko log unlike q kr dete h aisa to koi college professor bhi nhi smjhata h jis trh ma'am app smjhati ho thanks ma'am and good morning*,F
nyc mam,F
tq it help to improve my interest,F
you are best,F
mam is so gori,I
the investment of rs one crore,I
madam ji thoda sa hindi mein,F
you are the best mam,F
mam zygote sai embryo kayasi convert huaa hamy nahi samaj aaya,D
thanks a lot mam,F
you are the best teacher in all (yt) good teaching,F
thank u mam for this explanation and my all problems of this topic are clear when i will see this video thankx,F
thanks mam,F
mam ak confusion ha in bryophyte gametophyte to sporophyte kis ka through hoti ha and sporophyte to gametophyte ksi ka through,D
maam tussi great ho!!,F
lots of love ...,I
hii,I
why picture quality is less unable to read,F
hlo mam,I
nyc,F
super explanation,F
thanks mam,F
thank you mam you doing explain good,F
mam no words to say about your explanation...it totally awesome,F
best ncert buti,F
thank you ma'am,F
extraordinary video mam.....love ur video,F
thanky mam,F
thanku so much mam,F
no mam,I
tichkullay madam,I
"crsytal clear mam,thankyou maam",F
thanks a lot ma'am. it made my concepts very clear,F
mere lal mere gopal,I
o bhai ye life cycle bhot complecated h samjha,I
thank you for your amazing lectures ... it's really very helpful for me .. mam land and wet adaptation of bryophytes ki video please upload kar dijiye naa,F
mam u know the trick to create interest among students . nice explanation mam,F
yani mam hum ye kah sakte ha ki meiosis is a spores mother,D
amazing lecture great,F
thankyou ma'am,F
thank u for this vdo mam,F
very nice way to give explanation....,F
thank you ma'am aapane mujhe bahut help kiya hai biology se love karne mein and i am so confident ki main neet crack kar lungi and i love u shipra mam,F
maximum are just passed 10 and started 11,I
grt mam i always just watch your video first and defenetly understand the topic,F
tussi grt ho mam,F
there is no asexual and vegetative reproduction in bryophyte?,D
mam only sexual reproduction occur in bryophyte?,D
thanks,F
thank you so much didi,F
mam you are the. best best best best beat best best best,F
just awesome mam,F
male female gamete ka basic vdo kaha h aise ye samaj ni aa ra,D
attitude may dekhao mam,I
mam bryophytes pr alag video bnado,F
thanks mam,F
mother cell mening,D
mam you are the queen of biology,F
mam clear nahi dikh raha h,F
thank you so much ma'am you have cleared my doubt,F
ap bahut achha padhati ho mam,F
,I
,I
mam kl paper a or me eni tyari kiti but ho hi ni rai sai tra written revision v bot kiti or smjya v bot pr ho hi ni rheya sbb puli ja rehya koi solution,D
i can notice that mam was left handed,I
hlo mam,I
dot,I
yogitha sir,I
noor,I
i am noor mohammad sir,I
you are a very good teacher and your teaching style is very excilent,F
mam you are best,F
thankyou mam,F
in 1:15 lol bhai,I
aap khud ko thoda slim banaye madam ji,F
best teacher thankful to you...,F
mam... i have a doubt.. please clear it..mam... we have studied in class 10 that spore formation is asexual reproduction.......then mam..... in studying the life cycle of plantae organisms.. the spores produced by sporophyte is sexual or asexual???? .....also mam... zoospore are asexual... then whats the difference between zoospore and spore produced by sporophyte??please clear my doubt mam... i am a new 11th grader...,D
,I
mam your are teaching is so fantastic,F
thank u so much mam u are my best teacher,F
tq mam,F
kya mam naked eye se dekh sakte hai archegonia spores,D
nice reading learn mam,F
"mam your vedios are helpful but it waste our lot of precious time as you explain slowly, and talk more then require.",F
thank you so much mam you have cleared my all doubts,F
mam i love u..,F
13:4 mam boli 'band',I
mam you're a really very good teacher. you always clear my all doubts very nicely,F
love u mamam from karnataka but i love to listen u r teaching......,F
please maim new videos for class 11 biology,F
your teaching is v excellent,F
thanks mam,F
mam pehle jaise padhaiye aap please,F
nice to explain mam,F
mam sabhi ki life cycle dhoda confuse kar rahi hai,D
nice thanks,F
thank you so much mam you are the great teacher,F
inspiration,F
heartful thanku mam .this channel help me a lot,F
mam what is difference between thallus and thalloid,D
thank you mam,F
now 6 million subscribers,I
mam i'm with you since 2 yearsi adore your teaching skills....love u big...,F
kesi ne bandh suna,I
love from kashmir love you mamm,F
"mam , you are so much beautiful and your teaching style is also so much beautiful . thank you so much mam for this fantastic explanation",F
1:50 mam reaction very funny,I
1:55,I
1:15 ye kya awaz thi mam,D
mam economic importance ?,D
thanks mam,F
how male and female gametes are form,D
gh,I
ty magnet brain,F
app kha se ho,I
mam aka hair mere jaisa h bilkul,F
mam,I
pls add subtitles plsss ma,F
ma'am aap baar baar sidee mai kisko dekhtiiii ho.....har video mai aapki kabhi kabha tirshiiii nazare hoti h kisko dekhti ho ma'am,I
mam aap ka hota school jana ki zururat hi nahi ha school sa bi best aap ka lacture ha love you mam,F
ma'am jitni aap dekhne me sundr vaisi hi aapki language h or aap bht accha pardha rhi h thank you so much ma'am,F
kl exam h ky huga,D
mam you are world best teacher,F
mam please ak bar phir se gemmae cup explain ki jiye na please,D
sarfuddin qureshi,I
thanks mam;,F
aap hmesa khush raho mam.,F
mam aap bahut achha explain krti hai hai very nice mam,F
thanks mam u r best teacher,F
"mam figure wrong hai dono ka ie., liverwort and mosses",D
ma'am i have a question..... what is the difference between liverworts and hornworts and why they named so means i want to know the etymology???,D
ma'am ppt sent kar do plz,D
mam app bhout achaa padhte hoo..thankuuu,F
13:8,I
what's happen in.. 13:8,I
19.53 moss,I
hii,I
1:14,I
ise wale lecture m mazza nahi aaya,F
ma'am aaplok subscriber keliye kyi itna obsessed hu?,I
thanks maam,F
ma'am aap apna koi new style laye padhane ka,F
mam aap bhut achcha padhati ho..,F
,I
mam ap itna thak kyu rhe ho padane me,D
,I
tooo much nice explaination mammam whatever you teaches us is it cover whole ncrt and good for neet,F
mam i think you are not okay i this video,F
you have not explained it well,F
congratulations for 3 million subscribers in advance..,F
,I
thanks you,F
"mam,best teaching style",F
thank you so much mam,F
predominant kya hota hai,D
there are some topics of chemistry which is not given by magnet brain but isn't this is in my favourites channel,D
an u a,I
totally bakwaaaaaas,F
bestest.......... explanation thankyou mam,F
thank you so much di really you are great teacher for me,F
mam plzz brush kara kijiye,I
thankyou ma'am,F
mam can i get your number so if dout aaya i can contact you,I
thanks a lot dii,F
excellent explanation,F
"very nice mam ,",F
mam you are teaching very very,F
hahhaha ...maam total fun se prate hai thanks maaam,F
mam aap na bola ki capsule liverworts ma present nhi hota tau embryo capsule ma kasa present hota ha,D
very detailed and nice explaination mam,F
you have to creat a chapter vise previous listso we can find easily chepters,F
papa ki pari,I
wow,F
video starts at 0:47,I
,I
wao mam you are very good teacher,F
thanks ma'am,F
thanks you so much ma'am,F
thank you so much ma'am,F
agar app itne pdhaku hote doctor bn chuke hote,D
nice lecture,F
incredible lecture,F
thanks mam,F
,I
,I
u are really a very nice teacher but i have a doubt that what is difference between anthridium and archegonia of bryophytes and pteridophytes,D
diagrammatical representation???? kha hai,D
overacting ki jagah acche se explain hi kar deti toh time bach jata,F
thanks mam,F
ma'am aap bhot cute ho,I
thanks mam hmm students ko app jaise teacher ki jarurat hai u r best teacher in biology,F
what is the difference between antheridium and antherozoids?,D
,I
thank you mam,F
thank u mam,F
thanku mam,F
nice,F
inse padh kr neet clear ho sakta hai kya,D
wow,F
i am not only your student but also big fan of your knowledge and teaching,F
wow marvellous explanation!,F
thanks a lot mam for these helpful videos ....concept it crystal clear mam ..you teaches in a very understandable manner ...i would recommend this youtube channel to all ...thanks,F
,I
thankyou ma'am. you explained very well .,F
done,I
very nyc mam,F
mam make your own chanel,I
no 1 biology teacher in india,F
nice teach,F
nice teacher,F
comment before video,I
hi,I
mam gymnosperm main tap root system hota adventetious root nahi hota hai.,D
kon kon 2024 m ye lecture dekh rha h....,I
"mam psilotum, selaginella & equisetum ka life cycle chahiye..mam pls help me",D
tysm from pakistan,F
thank you so much ma'am,F
thanks very much ma'am,F
mam your way of teaching is amazing and interesting,F
agar tum science study karati ho to aur tum hi bolti hai kuch nahi hai science hi hai aur khud hi bata rahi hai sanjeevani ke bare me brain ka use bhi kar liya karo pagal aurat,I
,I
mere lal,I
thank you,F
kyunki mujhe doctor banna hai kisi se yahi padhaai,D
jab bhi mobile phone karunga aap hi ka chapter aana chahie,I
bahut badhiya padhaate ho,F
congratulations for 10 million in advance,I
kon kon meri tarah comments padhne aaya hai,I
thank you so much mam,F
amazing lecture,F
so interesting class,F
algae is also terrestrial bryophyta is not first to grow on land.,D
ma'am pahle gametophyte aaya ya sporophyte!? i know thoda illogical question h but still,D
your teaching method is awesome mam,F
madam ap plz saans to lein itni jldi na kary ap ko nazar lagy ghe my favorite teacher,I
mam the anabena is algae,D
excellent lecture,F
amazing mam (video),F
"knowledge is good,but way of communicating is not satisfactory, your body language diverge our concentration",F
mam ne sporo phyte se gametophyte and oppo galt bol diya,D
always excellent maam,F
18:00,I
tq mam,F
mem aap bhut acha pdate ho . thankyou so much mem ... concept clear ho jata h,F
please upload one shot revision lectures because our exams coming soon and tnq for this amazing lecture you are the best biology teacher ever,D
dhan danadhan dhan,I
mam youtube pe sabse top mei aap padhati ho but time bahot rahata hai apki vid ka,F
u r one of the best biology teacher,F
itta lamba ka jarurt nyy h baki channel me kam time me isse bhi aacha padhte h aata nyy h toh mat padhao plz,F
thnks mam ....,F
"41:30 ishliyeeeeeeeeeeeeee, omg i was like what happened to ma'am, i was worried lol!",I
very good explanation mam,F
ma'am your explanation is superb........,F
amazing and we'll explained lecture love you mam,F
mam with glasses looks like a famous celebrity,I
thanku mam,F
mam nice video,F
thank you so much mam,F
nice lacture...,F
thank you,F
3:42 she said wrong,D
best botany teacher,F
mam frond kesa khata ha,D
your teaching is superb thanks mam,F
6 :40 madam speaking telugukonchem konchem means thoda thoda,I
hiii,I
kya kisi ne ni dekha ki cover pr likha h ( waht )is pteridophytes...!,I
thnx for teaching us mam,F
thanku ma'am,F
yr kitna sahi padhati hai mam,F
dan dana dan,I
thnks ma'am your teaching is very very excellent,F
thank-you soo much ma'am best biology teacher on youtube ...love from pakistan,F
ma'am aap ka live class chlta h,D
thank you ...mam,F
thank you so much ma'am.... mera concept clear ho gya... thank you very much,F
....,I
land plant i think so,D
thank you mam i am from nepal,F
well describe....full tym vasool vedio...bht badhiya.. mja hi aa gya padh ke..,F
ooo maam you talk telugu..... koncham koncham you are so cute while you are saying that word maam...,I
you are the best teacher mam,F
thank you ma'am,F
mam notes provide hai,D
thx mam,F
thanks mam,F
,I
saaandaaar,I
mam for you 'your great mam awesome,F
mam sori and sorus mai kya different hai,D
thanku....mam,F
wow... nice,F
i think sporophyte convert through meiosis to form gametophyte.......,D
thnku mam,F
thank you so much ma'amyour teaching is excellent,F
it is very helpful to me thank you shipra mam,F
thank u so much mam for explaining these all topics,F
thank you mam,F
thank you so much ma'am..why lefty people r so intelligent like u,I
well done magnet brainsmam you clear my all points in very easy way,F
thanks for teaching us very nicely and wonderfully dii,F
thanks mam,F
thank you so much mam for helping us,F
ma'am please incerase ur video sound,D
thank you dii,F
kind of pteridophyta,D
thank u mam,F
carry on,I
good job,F
mam seive tubes absent hota hai kya phloem me?,D
nice explanation,F
good job but acting is worse... she sud teach only... booh baah acting is not good,I
thank you mam,F
thank u so much mam for teaching us,F
thanks mam,F
awesome hai,F
halo mamm your class is the best biology class of all others,F
thanks,F
very nice mam,F
thank you mam,F
i like this way done dana don don,I
very helpful video maim thanks,F
happiest teacher's day maam :),I
stop reading comments and focus on the lecture,I
bkwas,I
thank you so much mam,F
thank you mam,F
"but mam,azolla filliculoides are the smallest fern.....",D
very very nice lecture mam,F
awesome lecture,F
really helpful,F
awesome explanation,F
thank you so much ma'am,F
,I
suprb mam it is really helpfull and you explained too good i got the first best vdio on pteridophytes.....,F
ptridophyta ka life cycle same brayophyta jaisa hai to fir kyo dominant stage different hai please tell me ma'am please,D
mam heterospory kya hota h,D
nice lecture,F
thank you so much mam,F
hats off you magnet brains for this great work,F
i got wonderful education channel and biology 's best teacher in the world with free of cost . keep it up magnet brains i always blessess for your all happiness,I
love u mam,I
oooooo osm mam,F
totally kahar,I
titlay madam,I
wn khabra hai,I
nice mam,F
"thankyou so much ma'am, you explained very well",F
done,I
amazing lecture,F
grt teaching style mam,F
thank you so much dii,F
"hi shipra it's your best friend , guess who",I
nice lecture .. really helpful,F
mam please morphology bhi start kijiye,D
nice teaching method thanks,F
nice,F
madam yeh class kuub app live dete ho,D
thnku mam,F
mam you are so cute,I
hlo mam,I
wow,F
,I
mam class 9th ka live class kab hota hai,D
jadha sacha explanation nahi kiya hai,I
thanku mam for explanation. best understanding,F
"very, very, poor explanation",I
very very poor explanation,I
very very poor explanation,I
lots of mistakes in this video,I
"""500 baar bataya"" ..... was epic 4:10",I
good lec.,F
kuch bhi ho mere teacher se achcha hi padhaya hai..,I
mam mat banaya kro video bht kam smj aata hai app ka,I
thanks very much ma'am,F
mam you speak in this topic that (vatavarand) i don't understand it is hindi word iam from kashmir according to topic perheps it is just atmosphere or environment is it right,D
"mam "" selaginella and salvinia which produce two kinds of spores , macro and micro spores are known as heterosporous "" but apne wrong explanation diya hai is video mai plz correction kijiye video mai",F
is se acha hai biology aid se pado,I
tbh this video was complete waste of timeno clear explanation and wrong concepts,F
mam- selaginella and salvinia are heterosporousnot homosporous,F
thanks maam,F
thanks for the treasure of knowledge,F
bs read kr rhi hai,I
she just wasted my 17 min,F
maam aap apne pichle janam m anchor thi kya?,I
to be honest the lecture was very casually made and there were times where the explanation is wrong.,F
amazing,F
mam go straight to the point lot of time consuming,F
thankyou so much mam,F
to mam female gametophyte to male k sath fuse ho chuka tha to fir female gametophyte kaise bach gaya??,D
fazoooooooooool,I
please continue ncert beauty of all topics of all chapters...,F
best for instant revision thank u maam,F
ashish sir ka lecture hoga iss topic ke regarding??,D
great teacher...her explanation such a wonderful,F
no teacher like you,F
"low confidence, not worth",F
"bhai kya pada rhe ho, you're just translating english into hindi, wo b galat kar rhe ho.",I
thanks mam for giving this amazing video,F
thanks a lot ma'am. i belongs to haryana . i am seeing your all video and like your deep explaination ....,F
mam please concentrate while reading ncert bcz your deviation results into students deviation from neet,F
hello guyz welcome back to your favourite channel,I
,I
providing wrong concepts ..meiosis means division into 4 daughter cellwaah bhai waah ...biology is not subject but feeling so mind it always ..,F
bilkul free kaise hoga madam internet ke liye toh hame paise dena hi padega,D
thank you mam,F
kafi jagah pe proper or right explanation nahi diya gaya hai,F
alakh panday+shipra tiwari awesome combination for neet,I
thank you ma'am,F
nice mam,F
happy teacher's day shipra mam,F
please speak in hindi,F
selagenalla and salvinia are heterosporous.... and u said homo.... i think u r from zoology background... improve ur botany too..,F
thanks ma'am,F
thanks mam for good explaination of ncrt book,F
thankyou ma'am,F
amazing lecture great,F
thank u ma'am,F
mam tussi bhau mst ho,I
nice mam continue this ncert beauty for all chapters,F
very good method thanks,F
mam selaginella heterospores hota h,F
u r too gud mam.. concept clear,F
........,I
class 7 ke live class,I
mam ji aap 10 class ko bhi padaho pls pls,F
anyone here with 2x speed,I
thank you ma'am,F
you are best mam,F
you are great biology teacher in whole youtube,F
