comment,label
you are one of the best teacher,F
best teacher on youtube,F
mam plz take quiz of every single chapter ....it will be really helpful for us,F
thank you so much,F
thk you very much mam ur explanation is awesome,F
good evening mam,I
save time 2:10,I
best teacher....thank u soo much,F
"iam feeling very happy after getting teacher like u,one of the best teacher ever seen",F
mam sets ko thoda thang se bola kariye meri mujhe video shuru hotey hi daatne lag gyi,D
,I
thanks mam,F
"(3,4) is the final answer",I
maam ads thoda kam kar do distrub ho jate hai ham 1 rakh lo per ye to 2 ads half hour mai baar baar aate hai,D
speaking without any hesitstion is the best thing i see in this video lesson,F
yeh jitne bhi unlikers hinse yeh poocho ki iss video mein kharab kya h,I
really i have increased interest in maths from your superb classes,F
this teaching deserves to 10 million,F
doubt clear mam,D
mam tq your teaching method is very easy,F
thank you ma'am,F
didnt understant the real fuctionsyou just explained orallyno examples,D
mam you are the best maths teacher on youtube really,F
wao,F
where is the greatest interger funtion,D
thank you mam,F
tq mam,F
thank you maam,F
"in these times of lockdown , when teachers are rushing to complete chapters so fast.. your videos are the only one that gives me support... thank you for making us good learners..",F
omg real easy and very convenient to revise. really helped me.,F
where is log funtion?,D
thank u mam,F
legends don't see comments during class,I
thankyou so much mam......,F
super teacher,F
thank you so much ma'am,F
maybe u always teach us,I
mam notes bhi provide kar diya karo chapter ka yahi wala jo app likhta ho digitaly. pllllz,F
amazing crash up video mam,F
25:18 just a resume mark for me,I
,I
you are a great teacher,F
not excellent...but ok,F
now its time to start studying,I
thank you so much ma'am......really helpful,F
mam... you are the very good teacher i'm thankful of god to gave you teacher likee you.... but mam jaise aapne ch-1 sets ka explain kiya tha na bohot easy way mam ch-2 iss chapter mei aaapne bohot high fi smjha dia... first chapter ek ek chij smjh aayi thi.. aisa koii topic nhi tha jo smjh nhi aaya .. mam isme kuch topic toh aapne aise hi smjha diye hawa mei,F
excellent teaching mamm,F
thnks u sooo much mam love u a lot mam u r such a very very ....... gud teacher,F
"1:01:30 why we can not take 3 to 9 and 12 both as done in g(x) with 2 wich is with both 4,6???????",D
awesome teaching style,F
thank you for your good classs,F
the concepts are all clear n understandable mam,F
this actually helped me a lot thanks to the learnohub team,F
aap world ki best teacher h tq so much mem,F
laziness has bought us here,I
very nice ma'am,F
starts at 2:14,I
thanks mam for such a nice video,F
bhutt badia pda raha h ap,F
thank you mam,F
thank you,F
pls talk in english alone,F
english no ??,F
very nice video,F
thanks mam ! mam pls tell apne last vale que kha se liye ??,F
sch btau toh functions ache se smjh nhi aaya,D
thanks ma'am,F
thanks ma'am l i will watch your videos read more ma'am,F
mko y bhut ache s clear ho rha h thankuu,F
tq mam,F
https://youtu.be/wd_gl0pde_8,I
mam you teach great and thanks for this video,F
thanks mam god bless you,F
nice maam,F
mam last m smjh ni ayakyuki aap fast fast bol rhe the but koi ni apki detailed video sahi se smjha degi,F
world best explanation,F
thnx mam,F
no.1,I
best teacher i have ever seen,F
diii whats g(x),D
mam... i am really love the way you teach us.....and i am getting very easy to do mathematics...,F
mam... i am really love the way you teach us.....and i am getting very easy to do mathematics...,F
roshni mam thank you so much.....u made maths easier 4 me.....as i'm going to write ma xam on 26 of this month......i'm soo happy that i learned a lot in easier way.......mam r u making videos for english??.....plz reply me soon....and thanks a lot from my deepest core of .....( ),F
thank u mam,F
binod,I
thanks mam my doubts are clear,F
https://youtu.be/k1toppoyv7kbest explanation,I
thankyou soo much mam for ur great teaching .,F
mam logarithm aur trigonometry function thoda doubt hai,D
"mam, your teaching is fantastic. all doubts are clear .",F
feedback-mam please aap thoda time bada do magar thoda detailed video banao mujhe mujhe detailed video jyada samajh mein nahi aya but ye wala vidoe aayaya thanku,F
thank god m itna khushnaseeb hu ki m iss channel se pdhta hu,F
aap patna main coaching khul dejiye,I
mam mein bhut ache se smj gya,F
u are a fabulous teacher,F
59:57 par kya hua yaha par 3 is less then equal to x h,D
thank you mam for your amazing videos,F
"ma'am 57:35 medomain --> r-{1,4,0} hona chaiye na?plz answer is a little urgent",D
finally thank you thank you thank you soo much mam ...it's too helpful for me and i hope for all the class 11th study..again thanks,F
"love you mam,thank you for helping everyone.",F
wow! just wownice explanation,F
thank you for clearing concept. nice presentation mam.,F
you are so good mam. thank you so much!,F
mam greatest integer function ke baare me nhi btaya aapne,D
thank you so much..i really can solve my questions and thank you so much again as my concepts are crystal clear...i love this chapter now..,F
best youtube channel for teaching easy way which increase the confidence of students. keep doing wonderful job. thank you,F
thanks,F
miss you missed a criteria for a relation to be a function : every element in set a has to have an image or else it is not a function.,D
one of the best teacher ever seen in my life,F
finnaly itni best class mili nahi to mai fail hi ho jatathanks to you mamfor this vedio,F
you are best teacher of mathematics,F
mam great..... your knowledge and experience is very very great and your way also be great. it is clear in very easy way. so thanku thanku sooo much mam for make this video .it is very very important for me.,F
i was finding a good teacher for math and finally i got it,F
nice explanation!!,F
i don't think it is a crash course video because it covers all the topics in such a easy and understandable way,F
realy my all problems are solved by you mam thnx mam,F
1:00:56 f(x) is not a function too,D
why god the all best teachers r in utube... i'm from andhra pradesh and in this lock down i'm covering my syllabus by like learning frm these best utube videos than my online classes i'm understanding there hindi far better than our teachers english or telugu...whos situation same like,I
why no 0 in 28:43.....anyone,D
is graph important?i find it hard.someome please tell me,D
woah thanks a lot now it's clear,F
nothing to say u are so amazing maim,F
,I
thank you so much mam you are a genious teacher for every student. thank u,F
crystal clear ho gaya,F
ty,F
very cleared representation,F
i didn't get teachers like you in our school. you are the best teacher.,F
kisne apne last day pe ye video dekha h wo bhi 2x me,I
a v kab aayagi,I
nice teacher than my coaching,F
thanks a lot mam...for all these help,F
mam online class h,I
unbelievable explanation,F
crystal clear,F
"mam,why the set a is not {0,-1,1} and is {-1,0,1} ?",D
"mam, do we not need to write statement while writing solutions in the class 12 board exam ?",F
yaha pe kuch ghapla hai 47:31 lol,I
mam graph smj nhi aa rha hai,D
thanks for helping 1 hr before exam,F
super madam,I
super madam.,I
my maths teacher is very good and intelligent his explanation is also good but for revision and if i miss my class so i watch ur video but u r very good keep going,F
firstly i thought this chapter to be the toughest one but now i realised it to be one of the most easiest chapterthanks a lot maamlove you a lotwell donekeep it upgood job ..........,F
madzen2040 feedback:intresting 92%boring 15%cristal clear 90%thanx,I
i understand everything and solved all exercises of relation and functionthank u so so much mam,F
i only came here after seeing 526k views,I
your teaching style is really appreciable.,F
such a very helpful mam .it's very important for me in lockdown,F
ma'am we don't have a relationship with our kids because they don't exist . thanks for the lesson ma'am i was able to understand the whole chapter with no doubts,F
"mam phoinepay,paytm and google pay no.",I
thankyou so much mam before starting any chapter in mathematics iam watching your video for clearing my basic steps.,F
mam root type kai quetion kaisai karna hai,D
"please remake physics, chemistry and biology video",F
are you great mam...,I
thank you soooooo much mam you are so good,F
mam pranam today is my birthday please bless me,I
really it's superb,F
mam you are a very good teacher... i like your way of teaching,F
i love this channel....ma'am give me the best explanation ...which i can understand easily....and save my time and data also...so keep continue ma'am....i always use ur videos to understand the things related to pcm.....thanks a lot maam....i think u r the best teacher....i want to meet u at least one time in my life.....please reply me ma'am....i like if u reply ..,F
55:57 g(x) not equals to zero...................,D
best of some chanal,I
mam please make vidio on functions detailed,F
mam please make video on physics,F
ur classes are like our collage,F
studying graduate still watching this video.you know what i mean,I
i wish i had this magic box to put all my answer papersand double the marks!!lol!,I
super mam ....your teaching is fantastic,F
watch at 2speedwill help to manage time,F
thanks lot mam for clear my all douts,F
mam u didn't explain types of functions,D
a great teacher mam..... mai 12th me hoon revision ke liye 11th ke videos dhoond rha tha.... aapne meri bhot help ki.... thank u mam,F
i love this chaanel .you are very helpful mam you are like an angel for helping the students,F
thank you so.. much mam i get very much benifit from this vedio,F
great video maam . it cleared all my doubts regarding the topics . thank u so much maam . very nicely explained,F
ur classes made my study easy,F
finally i got a good teacher tq,F
thank you mam for our easy teaching,F
awesome video i have ever seen,F
any one from navodaya,I
mam ye chapter ka use kaha hota hain real life me,D
,I
maa'm is such a great teacher. after understanding from maa'm and from one more tutor i am trying to make videos. please go and watch guys.,F
mam extra video kaha par hai aapka,D
mam edit descriptionand add key topic of this chapterplease ! please,F
thank you mam... i missed many classes in online you only helped us in a proper way,F
41:04 hera pheri laxmi chit fund paisa double,I
"mam as you have said so ,which in fact must be right that in a function every input has only one outputbut let's say the function is square root , or the solutions of a quadratic or cubic equation then it won""t have just single outputif it reaches you then please clarify",D
"mam, aap bahut ache teacher ho aur apka padhane ka method excellent h amd i easiunderst",F
mam you pointed out to sets there's nothing,D
crystal clear,F
greatest integer function nhi samjaya maam,D
i am very proud to get a great teacherthank you...,F
"when our online classes explains topic with more than 8 to 10 hours......maaaam ur explaining it within 1 hour.....,thank you maaaam love u soo much...better if u give more priority to english,oooo guys it's my first comment and i got 7 likes...thanguuuu...",F
"1 like = 100000 times thanks to roshani mam, (pleez like this comment.)",I
thank you ma'am! really helpful video covering all topics. i think i'll be able to do the sums in the books on my own now :)),F
"today, i found an amazing teacher..",F
very useful,F
and i remember u r voice in exam fear,I
mam ur great that u r teaching chem and phy too awesome mam,F
thanku mamm,F
this video is so good for revision of relation and function,F
ma'am said yahan pr ghapla hai,I
mam ... why y = f(x) .....please reply,D
mam hindi me bhi video banaiye,F
ma'am u are making really very good vedios..these videos help me so much..,F
balance like dislike and comments,I
i think mam you are thebest teacher on youtube. you have agoodway ofteaching which has cover all concepts in one hour videohit like for learnohub classes,F
ma'am plz upload physics chapter 2nd,F
mam khte h na hr bande m ek talent hota h aap ka talent h ki u know the best way to teach student,F
ur super mam,I
thank you maam it is a really helpful video,F
ma'am aap hat chiz btaye kijye domain apne kh ki detail video me bta rkha hai,D
best teacher ever for maths,F
"thanku mam for this veido, i understand very easily this veido..thanku so much mam",F
ur best math teacher,F
mam fift quetion smajh mai nhi arha starting k plz explain deeply,D
nice lecture mamvery easy to understand great,F
excellent,F
nice mam,F
"who can explain physics, chem, bio?",D
i like your teachingof math and physics,F
this is a good explanation.,F
"ma'am can you please give these notes in pdf format of possible ,it will be very useful ma'am. good explanation...",F
mam i am not understood the relations and functions topics mam so please once again explain it mam.,D
mam this was just sooo best ....thanks a lots for helping us .... actually i had exams today and i don't know anything but this helped me a lots,F
can u suggest me best u tube video for class tenth maths,D
mam ur teaching is so awesome that i understood the class so easily and i am able to solve all the problems from this chapter very fastly,F
tumhare andar main kuch bhi bheju xd,I
thanku mamm,F
hye learnohub teacher,I
mam you dont tell the questions likesqrt4-x+1/sqrtx*2-1,D
hii didi congrats for your one million subs and you are a great teacher,F
i need tht magic box,I
ma'am detail video app ko banani chahiye the ma'am your explaintion is 2gud and iam. early understand thnakyou ma'am one milega kiya,F
thanks mam for this amazzzzing session....,F
wow great video,F
mam you are the best teacher,F
ma'amq/s 2(ab)intersection(bc)nhi bana mere sai ma'am,D
"12:41answer of that question is {(1, 4), (2, 4), (3, 4) } ..",D
i doesn't understand properly,D
thanks mam,F
mam you are the best teacher,F
mam it was a wonderful experience with you....thank you so much mam,F
gajab explanation,F
ma'am u teach so good.,F
you have missed important topic and concepts,F
chapter crystal se bhi crystal clear ho gya ma'am....,F
"vedio ans is {(1, 4), (2,4) )(3,4) }",D
you should be proud of your selfyour explanation is very good mam i pray for you you are great teacher me,F
"what a melodious voice , and what a wonderful teacher you are .",F
mam ur way of teaching is very awesome i understood everything in the very first time,F
it would be nice if u solved textbook and important ouestions.too [from ur fan],F
thank u for an another wonderful video,F
u r great mam....u r genius....very great explanation. ...all concepts r crystal clear. ....i m happy.... to see ur videos......now i m happy to study.....now study is much easier 4 me...love u mam....bie...take care....,F
i like all videos.....u r doing a very best social service for us.....thankkkkkuuuuuu 100 much....keep it up....i will share this video to my friends and relatives also,F
who else is seeing this video just 2 day before of xam,I
thanks mam itna achha padane ke liyehm log ki,F
padati hai,I
app bahut accha,I
thanks mam,F
"mam why (c,amit) is not included i get confuse here plz help",D
your session was amazing...loved it,F
kya constant function mai constant value given hogi,D
hi mam i am glad to say that you are helping me thanks plz you should atend whole math chapters with full explaining its really immpressive love you teacher plz reply my quetion,F
the chapter is crystal clear for me now,F
good job,F
can i crack jee mains by seeing this video,I
"tq mam for this video, your way of teaching is awesome.",F
nice video ma'ami can understand all things.thanks for this informative video.,F
thanks ma'am very much,F
is this video also applicable for applied maths students ?,D
today i found best teacher of maths,F
amazing,F
maam you are best teacher of the worldthe way you teach is unique and incrediblelove you ma'am,F
"thanks ma'am . you make so nice videos , plz make videos on class 11 physics also",F
mam really really understandable i am saying it my heart out,F
ma'am you are a very good teacher but pls thodi aur speed par padhado.,F
so good lecture,F
thank you so much ma'am for your contribution towards students to learn for free.your teaching is extraordinary..,F
mam sach me ap ranchod das ho . ap paise ki liye nahi apne khushi ki liye padati ho . i love you . aagar ap mere samne hoti to sach me ap ko hug kar leyti,F
never thought maths could be so fun and easy to learn....thnks a lot mam.... may god bless you always,F
mam u have skipped the portion types of relations plzz make a video on it itsss a humble request mam please,F
thank you mam,F
"(2,3) (2,3) (8,5) (6,8) ye function he ya nahi ??? please tell answer.",D
thank you so much,F
mam bhut acha smjate ho schme.....kya baat hai aap itna acha math kaise jante hoooo hmme. v sikhna hai.....lekin lgya hai k aap ka lecture attend krke jroor siikh jayge am very weak in maths......lekin u r great,F
really u r great mam,F
"best ever video, really appreciable efforts has been made.",F
happy teacher day be leted,I
i'm very much grateful to you ma'am :)all your crash course videos are much effective !! thanks a lot ma'am <3,F
thanks,F
thank you mam,F
function nhi aaya,D
"so nice explanation mam, thank you so much",F
nice explanation mam,F
mam you are the best teacher . bhut hi ache se samjhati hai aap chemistry aur maths,F
thank u so much mam,F
mam...39:7 pe.. relationship..main...c kiyon nahi ayya...,D
ma'am thx,F
really u are the best and super teacher in the world..,F
love u mam...thank u mam,F
mam you are great your teaching method is awesome your all examples are so understandable thank you so much for make videos and helping the students,F
mam plzz plzz use smart bord or ordinary bord.,F
"mam this is the best kind of explanation i have ever come across thank you ...loved every bit of it..i got 98.2% in tenth , my eleventh studies havent started but doing self study with you is amazing",F
you are the only teacher on youtube who teach every chapter in detail..hats off to you.,F
"in these lockdown, relations between teacher n students is best and imp",I
superrrrbbbbbbbb i can understand all problems easily,F
i am not a student from maths background... but the way u teaches attract me to learn something new and different..... really it's too good... i hope this will help me in future.... thanks a lot mam... for such a great effort u made for us...,F
name your name maths teacher?,I
mam who is your maths teacher?,I
mam question 3 samaj nhi aaa rha common wala part,D
"mam,you are great.you explain everything clearly and now i am able to do any question of this chapter.class-11thshubh labh higher secondary school,sironj,m.p.",F
thnak you mam,F
"u r taking examples and questions from the text. and in the beginning of realations, there has been used the name ali instead of amit. do not differentiate as you are a teacher",F
finally i got a channel from where i can prepare for my exam,F
thankyou so much ma'am because of you only i could score good marks in maths today as today was my exam and you explained very and again thankyou and from now onwards i will watch your videoes only.,F
hey guys mai unacademy ka subscription lena ka soch raha hu kya wo accha hai ..mujhe please batao kya mujhe lelena chahiye ya nahi please reply,I
amazing mam superb bhot ache se explain kiya aapne,F
ma'am why didn't u came in my 10th class.... really u r amezing ma'am so helpful vdo .. thanks from the core of my heart,F
thank you mam thanks a lot,F
thank you ma'am,F
it's very helpful mam.. thank you so much,F
really great....... understood all the terms.,F
5 din ke online class me jitna nahi samajh aaya utna ma'am ne 1 hour me samjha diya.,F
mam you provide a notes in pdf please,F
mam physics kab start hogi,D
mam physics seras kab start hogi,D
wow mam ur absolutely best teacher u have cover the 1chapter in one video mam ur nice and thanks for u all students considerd all students to good plz like my comment,F
"i got all the question understood but, what is the right way to solving it in exam [with statement]",D
ur teaching way is osm,F
"very useful video . whole chapter in 1 hour, that's what i want",F
thank u mam,F
your teaching is super mam,F
too tough chapter......,I
i love you teaching method.............keep going.........,F
thank you mam,F
"vedantu, unacademy sab delete kardiya apka teching dekkar",F
medam apka teching is same in all video tnx,F
best lecture ever...,F
mam range vale bhi questions kariye plzz,F
thanku mam u helped me a lot,F
"i liked the video very much. now, all the concepts are crystal clear. thank you mam.",F
thank you ma'am it was very help full for me,F
ma'am ka namemastermind neha ma'am haiyamastermind roshni ma'am hai,I
thanks maam for helping me to understand my problem,F
best teacher award goes to this mam....,F
best online teacher........agree?????,F
i feel that you are my past sister .,I
mam at first i was so nervous and feeling bad but after watching your video i am feeling so good. thanks lot.,F
"answer of (axb) intersection (axc) = {(1,4),(2,4),(3,4)}",D
your teaching is really excellent than the vedhantu and un academy.,F
thanks a lot mam .i am very very thankful to u.,F
kya mast teacher hain bhai,F
very nice explanation mam i am proud of teacher like you,F
hii mam,I
great work mamyour teaching process is osm.,F
very very very nice explanation mam,F
thanks mam to clear my confusion,F
nice explanation mam,F
"can somebody please tell me, is it possible to score good marks in maths without tuition and by self-study and taking the help of youtube?",D
tysm,F
thanks for sharing your knowledge with us.,F
thanks mem,F
ajay meena.meenahhn,I
biology teacher when someone asks doubt after she finishes reproduction chapter : 0:28,I
i like ur teaching.. u are are really best teacher. ur voice is just like a magic..,F
you explain the best i just love the way you teach,F
maam aap to exam fear se hooaapko nikal diya kya ?,D
ma'am how to put infinity on graph in 53:29,D
"this video is very helpful for me.... thank you so very much ma'am, you're the best teacher",F
she taught and evey one could understand that data,F
you have cover all the chapters in very less timebest mathematics teacher ever,F
thanku,F
mam please upload physics video also.your teaching is very good,F
"if n(a)={a,b}=2 and n(b)={a,b,c}=3. then,n(a)+n(b)= 5 is wrong. why?",D
ur teaching method is accurate means without exaggeration,F
notice krne kii yeh baat hai koi sab exercise ke questions hai,I
trigonometry kab ayenge?,D
thank u so much mam understood clearly,F
dont read morei said dont,I
man u r truly the best math's teacher...i hv ever seen,F
jhamajham,I
kantap,I
what a video ma'am.all my doubts are cleared.thank you so much,F
thank you so much ma'am for helping us out!!,F
ek dum crystal clear ho gaya,F
thankyou mam for making maths easier u are best teacher god bless u keep smiling today is my birthday please can u wish me mam i will be very happy,F
you are amazing,F
main 12th class main parahai karta hu...lekin ye relation and function class 11th main samajh nehi ayaa tha....mam aap ka ye class karke mera sara doubt clear ho gaya....aap bohot achhe parahate ho....main aap ka 12th class ki relation and function complete kar lunga....,F
thank you,F
mam thanks a lot i understood everything you have taught mamand now only i understood exam fear had changed to learnohubyou are the best teacher due to online classes my attention is really bad but this video helped a lot,F
professor level teaching mam...yr expaination really hit my mind so perfectly.....,F
isnt she from exam fear,I
mam i will be a teacher in future and i study like your teaching style,F
va,I
awesome explanation mamthanks a lot mam,F
mam please start class xii syllabus mam please,F
mam plzzzz aap differential eqns bhi explain keejiye ga plzzzz,D
aap bahuth ache teacher hai i am really thankful to u mam super class,F
"mam this is our humble request to upload this video in english ,it will be more beneficial for us , hope you consider our request.",F
thanks mam,F
today is my online test thank u mam,F
super he mama,F
oo,I
by learning from u i think teachers like u why they are not their in my school.......,F
relation and function is similar to programming. and relation is like the conditional statement which operates in between input ( domain) and output (range),D
mam you made maths easier for me,F
request you to provide the above classes in english so that it will be helpful to others who doesnt understand hindi..,F
great mam,F
your method of teaching is so good. it is so easy to learn like this.i love maths but 11th was getting a little bit tough. but by watching this video it seems so easy.,F
your video is so helpful..pls continue like this.,F
wow mem i will hope that you will make more videos for class 11th and 12th. who is very important for other people and me.,F
i love you teaching mam,F
nice explanation,F
mam i literally liked ur video tody my online class was strucking somewhat thats why i reffered this and i understood everything,F
ma'am 17:45 pr 1 kaise .?,D
mam you are really a best teacher nd thnkuuuu sooooooo much for teaching,F
thanks a lot roshni ma'am. i am really grateful for this video.... once again thank you ma'am...,F
,I
mam you are just dam rocking teacher.....(*_*)......i really loved ur teaching..uhhh r the great one ...,F
thanks for this wonderful video,F
at 0:16 i hear it s*x,I
miss can what is the answer of 0 in graph of rational function,D
thankyou maam for such a nice explaination you are so good,F
mam i think you are the best teacher and unacademy and vedantu are nothing in front of you,F
"happy teacher's day mam! and thanks for changing me ,, mam aap bhut achha samjaye ho aapka koi muqabla nahi",F
"please talkin in english,i can't understand hindi",F
how to do this,D
happy teachers day,F
ma'am what is ordered pair.....plz reply as soon as possible!!!!,D
oo god wt a teaching mam you are the best teacher with super skills of teaching very much impressed mam....loved ur teaching...,F
thanks mam and happy teacher's day,F
t,I
t,I
"thank you mam, happy teacher day",F
missing one online class and attending another online class. happy teacher's day .,F
nice teaching mamhappy teachers day,F
today is my online test and thank you mam for this wonderful explanationand happy teacher's day,F
happy teachers day mamu are the best teacher ever,F
i did not understood the cartesian product of ordered triplet,D
mam non empty sets mean,D
this is very amazing video.you taught the whole chapter in very easy way and in a single video.really you are a great teacher.,F
"12:41 answere is { (1,4) (2,4) (3,4) }am i correct????",D
thanku mam you are a best teacher ....iam very happy to teach by this video,F
mam explain again 24:26 min,D
ma'am you are too cute.,I
this video helped me a lot .,F
thankyou mam u are really great hame aisa hi teacher chahiye tha aap bahot accha padhati ho i hope aap aage v aise hi acche video banate raho,F
bohut achaaa class haai madam,F
maam can i get link for maths ch 2 notes,D
i like ...,I
"thank u mam,u r the best teacher",F
lockdown benefit = we introduced by new teacher of maths.,I
you are a great teacher,F
waw mam ji,F
mam aap ke liye koi sabad nhiaap itna accha explainthat's wonderful,F
thankyou ma'am for your great teaching....from now i'm your new subscriber,F
nice,I
really very good,F
your teaching was amazingggg and awesomeee but mam will you please solve all the exercise problems of this chapter and some other typical problems.it will help us to understand more clearly,F
as always superb explanation mam......,F
,I
maam can you do this chapter's english version?,D
this great teacher,F
i love the way you teach maam1million soon yeahhhhhhh!!!!!!!!!!!!!!!!!!!!!!!!!!!!,F
you are the best mam thank you so much,F
who else is watching it in 2x,I
u are fabulous teacher,F
big fan mam,F
agar que.5 me a multiply a eqal 6 ho to,D
so intresting . i have found such teacher first time in my life . best teacher i have never seen. god bless u,F
"thanks a lot, ma'am!!!!if not for this video 100% my test is gone.",F
very good explanation no words.,F
you are a genius,F
?,I
?,I
best video for this chapter in less time.it has been great in this lockdown situation. thank u mam,F
best math teacher:roshni mam,I
thank you very much maam,F
ma'am relations are not clear.,D
thank you so much i finally understood this before my test i am so greatful to you mam,F
nice mam,F
thanks,F
if there were 100 like options i will,F
"u explain so well, thanks mam",F
toh kaise h aap log,I
vo toh m dubara nhi pdhane waali,I
"mam, you explained very well .",F
......thank u..... ma'am,F
"mam 12:41 pe { (1,4 ),(2,4)} aayega kya",D
mam i think you are better than edumantra,I
very nice video,F
i like your teacher style,F
mam you are the wonderful math teacher ever seen,F
thank you mam for your nice explanationit helped me a lot for understanding this concept,F
m respect to u with wishes and request to make more videos on thereafter chapter,F
very nice mam,F
this video helped me a lot in relations and functions which i was pondering how to solve the problems on it....thank you so much ma'am for making this chapter quite easy,F
"mam the answer for question 2 (axb)n(axc)={(1,4), (2,4), (3,4)}",D
b = binod,I
mam i watch your all videos of maths,I
i like your teaching style,F
mam please make a vedio on logarithm.,D
maam you are such an amazing teacher!!!,F
u r best math's teacher madam,F
thank you mam.,F
thnx mam,F
thnk u maam,F
u r the best maths teacher i have ever been taught..,F
really ur teaching is very wonderful for you ma'am,F
you are the best maths teacher i've ever seen,F
you are the best teacher of mathematicson youtube,F
mam mujhe aur book se tariya kara sati ho please,D
mam please upload ch 7,D
i feel so bad that i found a very great teacher so late. proud of being a student of you,F
best online teacher ever,F
watch in 1.5x speed...i swear it will save ur time..,I
so many adds,I
"(ab)n(ac)={(1,4),(2,4),(3,4)} is that the answer of homework??...btw i am in 10 but very interesting lesson......yesterday i completed sets and have revised it from notes which i made during the video.....really good teacher",F
mam your teaching style is too good,F
you are best mam.may almighty allah bless you.,F
amazing besttt,F
why is that c isnt coming?,D
super explanation,F
mam identity function should be a real function because both domain and range belongs to r ...then why in book it is written real valued function??,D
tq mam,F
nice explanation.,F
7:00,I
thanks ma'am,F
"homework answer (1,4)",D
"mam question no 2 ka answer (1,4),(2,4),(3,4)",D
mam please kannada dalli nu heli,D
thank u mam,F
mam please make video of relations and functions class 12... please mam,D
thanks,F
good teaching,F
"please correct the integers form 53:20 x=-1,-2,0,1,2 y= -1,-1/2,0, is not correct",F
a small suggestionpls put your questions at last as most of students come to learn concept,F
mam question 4 and 5 not clear,D
madam your were just fabulous,F
very nice video mam too good explanation,F
"thanks a lot mamkeep going mamyou are fabulous...as a student..., sorry for compliment.but keep going..",F
binod,I
mam you are teaching very well,F
excellent,F
u r the best teacher,F
wow mam u r great aapne meri bahut help ki h tqqqqqqqq,F
nice,F
u r the best teacher ever..,F
very good,F
"i wish ,real life m maths mujhe app jese teacher se padhne ko mile the way u teach is just osm tq mam",F
wonderful mam,F
bhagwan aise teacher sabko de... mam aapko meri bohut duaye milegi...aap bohut bohut acche ho...,F
you are super mam,F
mam types of function that is on to and one one function was missing in this video,D
mam you realy a teaches very wellbefore i can't understand functionbut now i can understand and feel it.thank you mam i wish aapke 2 million subscriber ho jay.,F
i never wanted to study from the video's on youtube because it was hard for me but you made a habit to watch such video before learning from book.. and i found that so easy while learning from video because your explanation is so damn good.. thank you mam,F
mam apki explanation bahut achhi hai par apne jo bataya ki iss chapter ke detailed video bhi hai but aap us mein explain nahi kar rha hai plss mam aap apni video banaiye detailed topic pe thank you,D
mam u r best maths teacher keep it up,F
thank you very much maam,F
i understood everything,F
fabulas,F
"mam, actually u r amazing.....",F
mam are you a navodayan?,I
"mam in last question of the vedio in g of x the value came 4,6 and in f of x the value came 9 but my doubt is why 9,9 not came. plz solve my doubt mam",D
thank you mam,F
mam thoda hindi me bhi bola kero,F
best video of this chapter thank you mam,F
"ans. is {(1,4),(2,4),(3,4)}",I
i have a dream post watching this video 2 touch ur holy feet,I
i always see yr video becausei don't forget your lecturesi am big fan of yr teaching skills,F
at 55:50who notices g(x)=0,D
if you also teaches physics and chemistry then i am easily become a engineer,F
binod kon kon jaanta hai.,I
nice video mam,F
watch mam's face from 41:17,I
mam i always search for your video like lerno hub and for notes i search exam fear . com mam please keep teaching us i am glad to find a teacher such as your a bless of god for us..................,F
thank you mam you are great math teacher',F
sach me bohot acha pdate ho bakiyo se bilkul alg,F
best maths teacher:- roshni mambest accounts teacher:- rajat siri am so glad i found this channel,F
who is here in 2020 bcoz their online maths class sucks!!!,I
all the complements are less ........to compare your skill,F
incredible,F
last wala question samajh me nhi aaya,D
ubunu,I
english word ki hindi btao,I
15:03 thug lifeone of the best solution,I
best channel on you tube for study is yours,F
bhut acha video,F
14:21 the better way was not a a abut (aa) athis is a better and faster method,D
mam pls make videos completely in english,F
whats your name maam?,I
detailed video mei bhi please aap hi padha dijiye. jo padha rhe hai un teacher ka samajh nhi aarha hai,D
mam ur really an excellent teacher. apki ek hi video mein sb kush clear ho jata hai.,F
thank u sooooooo much ....... it was really very helpful,F
"very understandable teaching ma'am! but i i have a doubt, can you please tell me why in a relation set, set c is not included? doubt from time 23:10 in the video. hope you will see this and clarify. thank you!",D
kahani ki shuruat hoti hai se*s se,I
whenever plan to revise.. its none other than roshni mam...,F
thanku mam ap jo bhi padhate ho hme vo ache se samajme ata hai,F
"thnx u mm, good job",F
very nice mam,F
"thanks ma'am, you are helping many other students in lockdown.",F
thanks mam #thegaurav,F
thank you mam for help me your all videos i will understand very easily thank you again mam please make videos chemistry class 11,F
"(a x b) intersection (a x c) = { (1,4) , (2,4) , (3,4)",I
your are best teacher for me mam... your way to teach is too much good mam and your explanation is the best. thank you so much mam... for give this and all videos. hope i meet to you. you are my favorite teacher that maths subject mam. i watch your all videos. your teach nd understanding is the best for me mam.... thank again mam...,F
thank u mam u are the best,F
mam aap solution to karvatee nie ho please solution be karvaee,D
i am commenting first time on youtube just because of your teaching method and the way that you make every concept easy to understand.i really appreciate @learnohub,F
*mast*,I
binod,I
whaat i need to understand is our homeworknniceeeee,D
ma'am after studying from younow you are my favourite teacher,F
alap,I
mam i'm in 10 but u made me understand each and every thing of this chapter,F
mam app boht acha pdhate hoi had never seen a teacher like ukya apne math ki phd ki haijo app itna acha padhate ho,F
