comment,label
sir subah k  baj rhe kya,irrelevant
tenten coming with her ninja tolls to kill creator,irrelevant
ha bhaisystem,irrelevant
awesome explaination sir,irrelevant
kon kon    ka hai attendence,irrelevant
ultra pro legend are watching in april in compartlike if agree,irrelevant
option a will be the answere,irrelevant
height of tower is m,irrelevant
fun fact  human ke pas ek alag he sakhti hoti h reproduction ke,irrelevant
ringa ringa radius,irrelevant
tsec and hmtr,irrelevant
sir aap kaha par padhate hai hame bhi padhna hai sir thanks for me you are great teachers in the world my phone number,irrelevant
welcome  se  me aane wale,irrelevant
kis bhen k bhai ne bnai thi ye trigonometry usse mjhe mila do bs ek bar bhaisahab use mera trigonometric shraap milega jisme uske sale dono sin theta sujj jayenge underwear bhi na phen pay vo sala,irrelevant
who eats a mouse while studying gravitation  sir you a great teacher  love you sir,irrelevant
these videos are still better than pace series,irrelevant
kya baat boli hai sir,irrelevant
sir ek saath jeet bi skte h aur har bi skte h its possible to mahabharat dekha kro smjh aaega zroor,irrelevant
im watching this mar at am,irrelevant
sun ke temperature ko thermometer se naapenge,irrelevant
best content and best teacher,irrelevant
for physics practicals n theorywatch  subscribe the channel physics asaan simplifying physics for you,irrelevant
sorry for abbusing,irrelevant
igiztzut,irrelevant
watch from,irrelevant
sir i am very very very very very thankful to teach me physics and chemistry and hope god bless you,irrelevant
the tshirt,irrelevant
abhi sir chem ka video dekh lu,irrelevant
morphology of flowering plants,irrelevant
head tail,irrelevant
backbencher hoga tera bap or im backbencher,irrelevant
mem apki dukaan per to grapes h hi nahi,irrelevant
who is watching in month november,irrelevant
nycc,irrelevant
october thanks sir,irrelevant
jai mata ji,irrelevant
faculty of engineering and technology university admission coaching and mentoring program and i will be in the world start a new youtube mix and match the requested one i m not ha ha ha i r ha ha ha ha i have been i will be in touch with you and your teaching email unless you really ha ha you are playing e ge jungli me a call from unlabeled ha i m not give me an account on which you can suggest that u are best for you to you are playing with an account on which you are playing with an account on which you are playing with an account on which you are playing with an account on which you are playing with an account on which,irrelevant
see from pakistan,irrelevant
alzebra,irrelevant
who are watching in oct,irrelevant
i am waiting for you sir for meet you,irrelevant
songs in lecture,irrelevant
today i s also raining getting feel,irrelevant
sir exam se ek din pehle bhi sare formulas yaad krne ki zrarut nhi h kya,irrelevant
bs ye thoda awaze nikalna bnd kr do to best ho jao ge,irrelevant
take my name,irrelevant
main to  ki speed se video dekhti hu,irrelevant
kaam chillaya kro madam,irrelevant
class  suru,irrelevant
sir romantic b hain hahahaha,irrelevant
sir you are yadavsir u are singhu,irrelevant
mam ke lea avi v ham log bacha party haipar sun ke acha lagta hai,irrelevant
sir sounded like adivasis,irrelevant
sir aapne konse college se education liya hain,irrelevant
my dad told me oncesonstay out of strip clubs or you might see something you shouldnt so of coursei wentand he was righti saw my dad,irrelevant
abhi sir,irrelevant
i dont know how  minutes completed,irrelevant
you are the best teacher in the world for physics,irrelevant
me still watching in,irrelevant
what the hell happened to him at,irrelevant
anyone for jee,irrelevant
edu mantra and physics wallah,irrelevant
bacha party,irrelevant
moiz suwar,irrelevant
sir my answer write,irrelevant
koi prayas jee  wala ye vedio dekh raha hai kya,irrelevant
sipare mam is the best teacher of magnet brains,irrelevant
sec in  day,irrelevant
vedantu ke bad neet waloo ne ye nya chalu kiya hai,irrelevant
today my maths exam is going to be i was bit sad but after seeing my nameravi in question i get happy dont know why,irrelevant
bate ml,irrelevant
khatri,irrelevant
you are a gift of god for us sir,irrelevant
maina  baid ji se desi dawa le sirf  month woh desi dawa li aur bp ki problem jad se khatam ho gaya isliya unka waasup n he de diya yha maina apna nam ka sath,irrelevant
everyone says  like share and subscribe in the end our alakh sir  padhte rahiye,irrelevant
now its june still students are loving this,irrelevant
min silence for rip mouse of alakh sir,irrelevant
sir tell me your phone no,irrelevant
arup big king infinity,irrelevant
iski videos me kewal ads bhare hue hain,irrelevant
a p sir namaste sir,irrelevant
thank you motivator,irrelevant
monti,irrelevant
sir your tshirt is very nice,irrelevant
today is th of may  and pw has completed the milestone of  years in coaching sector proud to be a pw student,irrelevant
qasam se badi badi coachings ki bheed kam hone wali hai  years its thhalaiwa time bole toh physics wala time,irrelevant
congrats sir in advance for k may u have a millions of subscribers,irrelevant
sir aap bhi kabhi live padhayiye,irrelevant
sir ke hairsmr bean ki tarah khada hai,irrelevant
its j,irrelevant
lot,irrelevant
somebody noticed  mountains within  metres,irrelevant
bangladeshi so called onlineofline bhayas secret channel,irrelevant
baki sab thik hai padhane me ye bich bich me chakko ke jaisa harkat mat kiya karo chutiyo jaisa,irrelevant
any commerce with math,irrelevant
ventricles of nervous system,irrelevant
the answer of the last question the height of the tree is   m time taken  sec to reach groundans given after  yrs,irrelevant
sir i liked your teaching,irrelevant
any one notice dancing lights,irrelevant
cuckoo ki sound aa rahi hai  pe,irrelevant
last mai chut gayaplse like if u agree and highlight it to sirby the way alakh sir is the best teacher of physics and chemistrysir u r great,irrelevant
sir aap dada prashuram ke dossre roop hai,irrelevant
hello sir hw r u,irrelevant
rajsonkar,irrelevant
and dontworry for your small mistakes u have right for doing them after all mistakes are obvious for human beings,irrelevant
sir kya aap mante hai ki hum light ki speed se tej bhaag sakte hai  mein bhi nahi maanta tha par apne school ke physics teacher toh bhaag rahe hai bahut tej wohi light se tej kyonki hamara rotational motion bhi khatam ho gaya,irrelevant
i wanted to like  times,irrelevant
mehnat karo sab sahi ho jayega,irrelevant
m students didnt understand integration when taught in class who watching this in,irrelevant
kisne kisne woh number sun ke truecaller pe check kiya hit a like,irrelevant
konkon hai jinhe coaching mein samaj ni ata isleye yaha ata hai padhne,irrelevant
concept said  if alakh sir is hereso why are you fear,irrelevant
sir ap ka english accent mst h,irrelevant
wawa kyaa song thaa,irrelevant
sir its ans is c,irrelevant
thank you maam for clear doubt,irrelevant
whos here before hrs before exam and watching on x speed,irrelevant
soln to the last question is herehttpsyoutubextruuwy,irrelevant
please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please,irrelevant
sir ap panjabi h kya,irrelevant
exam ke ek din pehele padhne wal bache,irrelevant
mechanical engineering students can feel,irrelevant
who all are watching this in july,irrelevant
free fire players be likeaaila alok,irrelevant
those who got   in board class  examlike here,irrelevant
wahh ser ji apka chirt bohut assa lagathank u ser,irrelevant
kon hmesha x pe dektha hai hit like,irrelevant
koi pucha ki dil kisna jita to kh dana alak nirangan bhoola baba ki kirpa sa alakh sir,irrelevant
comment me jarur jhooth boliyega,irrelevant
badai,irrelevant
plss give your adress sirr,irrelevant
who are here after cancellation of board exam,irrelevant
kya tum ne bhi vahi suna jo maine suna,irrelevant
who is here after listening of alpha series,irrelevant
puchuk and turr has a separate fan base,irrelevant
session  attendance here,irrelevant
parso physics ka final exam hai,irrelevant
a good teacher is like a candle it consumes itself to light the way for others,irrelevant
sir verma ji shukla ji to he but sharma ji kaha he,irrelevant
sir best organic theory book kaunsi hai please please answer,irrelevant
see the vedio in lowest speed,irrelevant
sir last wale question ka answer approx s aya,irrelevant
commentanswer one,irrelevant
sir last kay  min sar ke upar say gaye,irrelevant
video dekh ke laga ab duniya hila denge lekin jab hc verma khola to irada badal gaya,irrelevant
i actually study in stmarys lol,irrelevant
best video ever on significant figure,irrelevant
anbody preparing for jee,irrelevant
difference between caary bhaiya and alakh sir in starting of video alakh sir  to shuru krte h bina idharudhar ki baat krte huyecarry bhaiya  to shuru krte h bina kisi bakchodi ke,irrelevant
after watching fluid mechanics i am saying bye to study and from here i will start my new journey as a bus driver,irrelevant
sir love from pakistan balochistan,irrelevant
one man helping k of studentsthanks sir,irrelevant
mein th,irrelevant
min jadoo are coming on sir,irrelevant
from bangladesh,irrelevant
at  all i can think of is clint sitting behind natasha screaming bloody murder and honestly thats freaking hilarious,irrelevant
ncert ki book,irrelevant
sir is likejeetu bhaiya,irrelevant
car dheme dheme dheme dheme chalti hai,irrelevant
sir time sec height of tower  m,irrelevant
almost sabhine option d mara thabut sir ne last me pura pani pher diya,irrelevant
she is versatile like a computer,irrelevant
sir agar kabhi india me sirf  bachhon ko physics achhi lagti thi to aaj wahi  me badal gayi hai aur iske peeche aapka hi aashirwaad hai,irrelevant
lu,irrelevant
idk why i m full of energy while watching this video,irrelevant
i have studied,irrelevant
sir ka funny video  httpsyoutubeilksbllhdc,irrelevant
never,irrelevant
pcm,irrelevant
gana chahiy,irrelevant
the one and only pw,irrelevant
it is november  and i started this now wish me luck for my half yearly exams,irrelevant
kon kon ye video  me dhek rhe ho,irrelevant
i hate jee physics chemistry and maths,irrelevant
i am watching this inn,irrelevant
give me ur number,irrelevant
there are  dimension that are belive to existthey are prooved mathematically but never seen yetfor a stable universe  dimensions are necessary,irrelevant
dont mindthis is only my mark,irrelevant
bappu alakh agre here,irrelevant
first view biggest fan,irrelevant
best award for teaching goes tooooooooooooooooooo alakh sir,irrelevant
you took my name dsdebtanay sarkar,irrelevant
answer is st,irrelevant
mount everest be like gajab beizzati hai,irrelevant
congo for k likes there is  likes by my like there is k likes be happy,irrelevant
thankyou mam these mcq series are really helpful,irrelevant
sir congratulationsyour st short lecture,irrelevant
who is watching  week before finals,irrelevant
bb absorb all radiation but my mind emmited,irrelevant
sir yeh differtiation or integration k liye koi badiya video bnaye please,irrelevant
legends thinking what happened behind the camera that sir gives a look at,irrelevant
so nice,irrelevant
those who are watching this masterpiece in  market attendance,irrelevant
legend start  to neet preparation after th in september,irrelevant
information opopopopop,irrelevant
who all are watching this video in september,irrelevant
south indians ko bhi bahut acche se hindi aata hai sir ji aur zindagi mein kabhi bhi aapke video dislike na kabhi kiya hai aur na hi kabhi karoongadislike to bas tina cobra ke videos honge uncademy parlove from hyderabad,irrelevant
any one in july,irrelevant
sirheat transfer  mark question,irrelevant
but aap bol rhe ho ki time nhi ha,irrelevant
nice teaching sar,irrelevant
sir main aapki video  krke dikhti hu,irrelevant
i am again here only for,irrelevant
sir i requested to for your mobile number,irrelevant
bio mein mazaak achha nahi lagta,irrelevant
thanks a ton sir g,irrelevant
sir answer is under root,irrelevant
hanjii sirr jii,irrelevant
sir mai bhi raat me  baje hi suru kr rha dekhnatoday is th may what a coincidence,irrelevant
sometimes he sounds like shinchan,irrelevant
whose watching in the month of may,irrelevant
height of tree is,irrelevant
who thought that this mathematical induction belongs to electromagnetic induction,irrelevant
sir aapka name,irrelevant
dr sk verma biology point,irrelevant
sir jesa koi pda hi nhi sakhta,irrelevant
hvdjd,irrelevant
any student is here for jee,irrelevant
mam ap shadi ki bt mat kia kren hum idhr family k samne ek to study k lecture kholen ooper se ap esi btn krn to family ye smjti hamara bacha isi academy se bigra h,irrelevant
legends are watching this vedio in  speed,irrelevant
best teacher of maths,irrelevant
are from arts,irrelevant
har bar ye  unlike kaha se aajate hai,irrelevant
any  aspirant here,irrelevant
haye me to reading hi karti rhu lagta hai me bhi aapke jaise teach karti hu khud ko,irrelevant
prakash mishra,irrelevant
me watching it now,irrelevant
lakh subscribers today now,irrelevant
thank you so much mam,irrelevant
sir   million ho gaye,irrelevant
chuha is having a different fan base,irrelevant
sir ek to yeh ganne ache gaya kroobored with ringa ringa roses,irrelevant
kota fail channel  best channel on physics,irrelevant
when alakh sir singsmama says r u studying or u r watching movies,irrelevant
you are the best physics teacher in india,irrelevant
ye kon chilaya,irrelevant
cht,irrelevant
jai mata de,irrelevant
im watching in  september,irrelevant
agar sir ek rich family mai paida hue hote to na ajj yakeen batch hota na physics wallah hotajo hata h ache k lie hi hota h,irrelevant
hellolo friends  me kon hai jo video dekh rahe hai,irrelevant
osm mam,irrelevant
sir katai zeher lag rahe ho aap jacket mai,irrelevant
wallah mia what a video,irrelevant
million students didnt understand in class thats why they are here,irrelevant
fgeneral solution,irrelevant
like those who are watching this video on last day of,irrelevant
we have no words to express our blessings for uin history akbar is the great but in future  alakh siris the greatsalute for best teacher in the world,irrelevant
hlo mam ji kas ho,irrelevant
aap gana acha nhi gate,irrelevant
nicce,irrelevant
sir aapne mere sth aisa kyu kiya apko kaali mata ka shraap lage litt,irrelevant
yo yo alakh sir,irrelevant
anyone from lakhsie batch,irrelevant
tq sir for motivating i cant afford coaching and can learn online with all my concepts clear,irrelevant
mdd krooo,irrelevant
bahar baaris ho rahi h kya sir,irrelevant
sholay dekhi hai tumnejao pahele jaake sholay dekho,irrelevant
arigato,irrelevant
alakh sir now dont see our comments,irrelevant
sir i have some discussion with you would you provide me your number,irrelevant
wah bhai well done bro well done,irrelevant
sir m tow  se bhi jyada k liye search krti hu,irrelevant
i think you have no need of someones appreciation bcz you are at next level,irrelevant
you great mam,irrelevant
mam aap bohot cute or bohot acha padate ho so thanku magnet brains sir and man,irrelevant
namasthe sir ji,irrelevant
clock,irrelevant
you are the best teacher ever,irrelevant
sir aap mereko shinchan ke jesse lag te ho,irrelevant
which youtube channel is the best for iit jee preparation where can i get free study materials from kota coaching by om parghale httpswwwquoracomwhichyoutubechannelisthebestforiitjeepreparationwherecanigetfreestudymaterialsfromkotacoachingansweromparghalechsharedcsridhvzh,irrelevant
collection of bahut sari chije great hindlish,irrelevant
fact is that  class and  class students are not bache,irrelevant
if you will go against time youll get a screw loose  simone giertz,irrelevant
mera exam h kl,irrelevant
njar lgani h kya sir kobnd kro unki etni tariff krna,irrelevant
sir bolte hai jisko yeh part aata hai skip karo or aage badho  koi bacha aage nhi badhta kyunki sabko pata hai sir kuch new bataynge am i right,irrelevant
i am from mercury but ye video dekhne ke baad mera planet ka system ke sath sath mera bhi system hang ho gya,irrelevant
superb lecture maam,irrelevant
respect time sir,irrelevant
everyone  science lene ke liye kon bolame  science ne mujhe liya,irrelevant
tus ar ak concept ini shyll kne pdandyo ki sara kish smj aai znda tunda tnyabaad,irrelevant
ye video paaka sir na watch time increase karna ka liye banaya ho ga,irrelevant
i dont know why i am watching this video at amps i graduated from btech  years ago and working in a company,irrelevant
does anyone know the correct date of neet,irrelevant
siri want your presonal contact number please give mehvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvhvh,irrelevant
thank you sir i am seeing this video in  july st,irrelevant
sir apke padhane ka style supurb h,irrelevant
pwians,irrelevant
last question ka answer option d hai,irrelevant
